symbol,code,name,current,percent,high52w,low52w,marketcapital,amount,volume,pe_ttm
SH603101,SH603101,汇嘉时代,9.3,-4.12,14.38,6.039,4374720000.0,108214498.0,11397168,49.413
SH603102,SH603102,百合股份,40.98,-4.07,,,2622720000.0,40411579.0,977300,21.563
SH603103,SH603103,横店影视,15.84,-1.86,19.15,11.79,10045728000.0,65721035.0,4118538,108.911
SH603105,SH603105,芯能科技,9.01,-7.49,11.35,7.3483,4505065061.0,222342352.0,23955500,23.256
SH603106,SH603106,恒银科技,11.24,-4.34,13.97,6.2684,5850644800.0,328465584.0,29028337,62.422
SH603107,SH603107,上海汽配,15.1,-1.95,,,5093758500.0,62233938.0,4110800,26.834
SH603108,SH603108,润达医疗,15.39,0.39,24.869,13.957,9290570931.0,317313047.0,20412307,
SH603109,SH603109,神驰机电,24.42,-4.12,,,5100076951.0,100278412.0,4042020,22.365
SH603110,SH603110,东方材料,15.62,-5.39,24.4727,12.341,3143161554.0,128758107.0,8107700,705.869
SH603111,SH603111,康尼机电,6.88,-1.85,8.42,5.3807,5930771023.0,75095506.0,10841477,16.31
SH603112,SH603112,华翔股份,16.27,-7.03,,,8788575060.0,219893753.0,13213200,16.424
SH603113,SH603113,金能科技,5.9,-4.99,8.1139,4.5742,5006094634.0,76407359.0,12686835,
SH603115,SH603115,海星股份,18.22,-6.28,21.88,10.7966,4407243088.0,115760586.0,6220000,21.605
SH603116,SH603116,红蜻蜓,5.92,-5.28,8.7289,3.9851,3411108736.0,79256637.0,13123860,
SH603117,SH603117,万林物流,5.22,-5.95,7.77,5.04,3127812213.0,101242424.0,18973284,447.888
SH603118,SH603118,共进股份,10.86,-3.81,16.1,7.31,8549821769.0,240046028.0,21811492,
SH603119,SH603119,浙江荣泰,90.93,5.71,,,33075073700.0,2023618767.0,22434295,123.895
SH603120,SH603120,肯特催化,38.6,-5.0,,,3489440000.0,64756030.0,1644866,39.202
SH603121,SH603121,华培动力,14.81,-2.37,25.3879,8.3172,5013684319.0,81706411.0,5487835,229.071
SH603122,SH603122,合富中国,23.56,-10.01,,,9378120033.0,1814782451.0,75186683,
SH603123,SH603123,翠微股份,11.42,-4.83,17.68,6.4,9121572714.0,168615170.0,14567308,
SH603124,SH603124,江南新材,70.05,-7.24,,,10209451190.0,224634060.0,3155462,49.547
SH603125,SH603125,常青科技,17.42,0.4,,,7052249653.0,167651597.0,9646715,46.715
SH603126,SH603126,中材节能,7.08,-4.97,8.9525,5.1856,4322340000.0,83755431.0,11651157,
SH603127,SH603127,昭衍新药,27.4,-3.11,42.9,14.937,20535678952.0,514570992.0,18734194,91.234
SH603128,SH603128,华贸物流,5.81,-2.52,7.7429,5.1263,7605560130.0,141338810.0,24103850,20.382
SH603129,SH603129,春风动力,248.05,-1.96,304.8,128.1883,37846889307.0,437930059.0,1750300,20.958
SH603130,SH603130,云中马,34.99,-2.21,,,4811621858.0,59150445.0,1690300,57.538
SH603131,SH603131,上海沪工,25.2,-4.87,30.58,14.3803,8013406817.0,757455900.0,29312480,
SH603132,SH603132,金徽股份,13.24,-9.81,,,12948720000.0,221871847.0,16279222,27.079
SH603135,SH603135,中重科技,9.48,-3.76,,,5968020998.0,46908200.0,4893100,128.727
SH603136,SH603136,天目湖,11.18,-2.87,14.58,10.2905,3020016618.0,59885138.0,5293263,29.466
SH603137,SH603137,恒尚节能,14.55,-2.15,,,2661680010.0,41358683.0,2833744,50.286
SH603138,SH603138,海量数据,14.42,-3.55,19.35,11.47,4237644478.0,76253029.0,5225331,
SH603139,SH603139,康惠股份,21.45,-3.64,30.2,12.82,2142426000.0,51011999.0,2340800,
SH603150,SH603150,万朗磁塑,33.96,-4.01,,,2903002680.0,59937801.0,1740200,23.583
SH603151,SH603151,邦基科技,18.32,-2.81,,,3129081959.0,63094288.0,3415224,27.546
SH603153,SH603153,上海建科,17.88,-1.76,,,7328316575.0,38467054.0,2138400,19.826
SH603155,SH603155,新亚强,16.34,-7.16,,,5159956312.0,132981040.0,7931201,54.801
SH603156,SH603156,养元饮品,26.66,-2.59,34.42,18.8682,33598999910.0,196192674.0,7227547,20.843
SH603158,SH603158,腾龙股份,9.9,-4.35,16.27,6.8587,4858624465.0,252130288.0,25036644,31.102
SH603159,SH603159,上海亚虹,21.69,-3.08,28.56,10.758,3036600000.0,57699555.0,2606360,463.341
SH603160,SH603160,汇顶科技,77.23,-2.19,98.2493,62.1378,35885895378.0,424126572.0,5429981,43.122
SH603161,SH603161,科华控股,13.15,-3.66,16.15,8.6263,2556461321.0,78217577.0,5892886,27.721
SH603162,SH603162,海通发展,10.8,-2.96,,,10030922582.0,265766920.0,23976611,25.646
SH603163,SH603163,圣晖集成,43.06,-5.22,,,4306000000.0,137571711.0,3072525,31.672
SH603165,SH603165,荣晟环保,12.44,-4.45,15.2877,9.91,3283265129.0,52682355.0,4171782,15.748
SH603166,SH603166,福达股份,14.01,-1.68,21.69,6.5302,9053383201.0,163744870.0,11622868,31.666
SH603167,SH603167,渤海轮渡,9.9,-1.88,10.8158,7.267,4644530580.0,74220285.0,7412904,16.077
SH603168,SH603168,莎普爱思,7.62,-6.27,9.09,5.73,2850843968.0,73522085.0,9431576,
SH603169,SH603169,兰石重装,10.61,1.63,12.1,4.97,13859755977.0,1458541342.0,139198703,194.091
SH603170,SH603170,宝立食品,14.7,-1.67,,,5880147000.0,35517710.0,2400300,23.37
SH603171,SH603171,税友股份,50.6,3.6,,,20561057000.0,518384731.0,10336855,192.015
SH603172,SH603172,万丰股份,17.61,-6.53,,,2348821800.0,46437141.0,2572700,41.965
SH603173,SH603173,福斯达,36.88,-3.61,,,5900800000.0,86356541.0,2307400,14.811
SH603175,SH603175,超颖电子,71.54,-8.67,,,31265077624.0,665169510.0,9079110,126.591
SH603176,SH603176,汇通集团,5.7,-4.2,,,2708838548.0,32544818.0,5630522,
SH603177,SH603177,德创环保,12.91,-8.57,17.55,6.1832,2661448140.0,322345842.0,23919653,226.468
SH603178,SH603178,圣龙股份,18.0,-4.15,24.59,14.6777,4255413858.0,97769792.0,5363242,
SH603179,SH603179,新泉股份,61.77,1.9,87.56,37.2534,31511464731.0,1224298513.0,20011612,34.489
SH603180,SH603180,金牌家居,20.41,-3.86,24.0,16.374,3148387166.0,117032671.0,5756230,21.797
SH603181,SH603181,皇马科技,14.34,-9.53,20.88,9.6606,8441958000.0,577546115.0,39763978,18.776
SH603182,SH603182,嘉华股份,15.41,-4.76,,,2535715500.0,49087651.0,3141800,22.08
SH603183,SH603183,建研院,4.41,-5.77,5.01,3.3392,2192445837.0,80150673.0,17834747,54.217
SH603185,SH603185,弘元绿能,29.7,-6.9,38.49,11.97,20287381019.0,903301197.0,29655429,
SH603186,SH603186,华正新材,38.43,-7.06,53.5,18.68,5457951922.0,281502019.0,7189000,
SH603187,SH603187,海容冷链,14.96,-0.99,16.68,9.1494,5780784961.0,110561146.0,7400460,15.122
SH603188,SH603188,亚邦股份,4.71,-6.73,5.76,3.11,2685500700.0,172756247.0,35622200,
SH603189,SH603189,网达软件,22.19,-0.72,25.63,13.0757,5981277864.0,414706200.0,18516600,1041.46
SH603190,SH603190,亚通精工,25.88,-2.01,,,3223095200.0,324430242.0,12084900,29.438
SH603191,SH603191,望变电气,14.43,-6.36,,,4795859663.0,208793546.0,14249438,51.911
SH603192,SH603192,汇得科技,22.81,-4.28,38.37,13.3343,3233418252.0,81533993.0,3530800,25.933
SH603193,SH603193,润本股份,25.82,4.96,,,10446599367.0,237693953.0,9141667,34.215
SH603194,SH603194,中力股份,36.4,-0.66,,,14596400000.0,60858697.0,1676388,16.676
SH603195,SH603195,公牛集团,42.95,-0.07,,,77678841200.0,135004044.0,3149682,19.48
SH603196,SH603196,日播时尚,23.2,-2.11,25.99,11.16,5498128142.0,91054539.0,3932660,
SH603197,SH603197,保隆科技,34.4,-0.81,53.8109,31.627,7349894334.0,106442676.0,3084400,29.171
SH603198,SH603198,迎驾贡酒,41.63,-2.96,63.18,36.4181,33304000000.0,267643167.0,6324663,15.902
SH603199,SH603199,九华旅游,34.84,-1.94,41.5149,31.7109,3856091200.0,74904654.0,2135500,18.093
SH603200,SH603200,上海洗霸,72.93,-5.7,110.5,21.5567,12797763912.0,445878056.0,6038878,112.251
SH603201,SH603201,常润股份,16.6,-3.38,,,3153663385.0,35024502.0,2076773,12.294
SH603202,SH603202,天有为,91.19,-2.22,,,14590400000.0,110017146.0,1196569,13.709
SH603203,SH603203,快克智能,28.8,-3.0,34.95,18.7512,7305440198.0,54910415.0,1884337,29.487
SH603205,SH603205,健尔康,26.7,-4.16,,,4165200000.0,38638505.0,1418955,40.371
SH603206,SH603206,嘉环科技,16.45,-0.24,,,5020539803.0,67456453.0,4090342,101.584
SH603207,SH603207,小方制药,28.77,-2.9,,,4619310251.0,47914638.0,1654960,21.637
SH603208,SH603208,江山欧派,15.0,-0.27,20.9844,13.0535,2657590110.0,61140177.0,4112625,
SH603209,SH603209,兴通股份,15.28,-1.55,,,4966000000.0,102084225.0,6656680,18.658
SH603210,SH603210,泰鸿万立,19.58,-3.78,,,6665032000.0,64129534.0,3237090,32.987
SH603211,SH603211,晋拓股份,16.79,-2.38,,,4563656320.0,46106998.0,2733600,72.574
SH603212,SH603212,赛伍技术,12.0,-7.76,,,5249887632.0,458310430.0,37440374,
SH603213,SH603213,镇洋发展,13.51,-1.82,,,5971028440.0,70658426.0,5197700,64.611
SH603214,SH603214,爱婴室,17.1,-4.36,25.1508,15.0513,2369034616.0,62259312.0,3586600,21.371
SH603215,SH603215,比依股份,18.74,-4.39,,,3521987186.0,68596375.0,3615100,31.999
SH603216,SH603216,梦天家居,20.9,10.0,,,4654221000.0,564350280.0,27221230,60.724
SH603217,SH603217,元利科技,22.88,-6.99,26.36,13.9508,4761044288.0,88977251.0,3794900,23.5
SH603218,SH603218,日月股份,12.77,-3.77,15.69,10.3676,13158415513.0,176098893.0,13650337,23.854
SH603219,SH603219,富佳股份,15.73,-3.08,,,8830822000.0,57987052.0,3651360,57.539
SH603220,SH603220,中贝通信,22.1,-1.91,32.6231,18.5096,9596988162.0,157981732.0,7095909,112.453
SH603221,SH603221,爱丽家居,11.71,-5.03,,,2863563400.0,63000884.0,5249900,43.426
SH603222,SH603222,济民健康,9.57,-4.68,15.1,5.22,5025117186.0,263191177.0,26909083,
SH603223,SH603223,恒通股份,10.32,-3.55,11.4475,6.9778,7370410315.0,121429238.0,11682218,31.722
SH603225,SH603225,新凤鸣,16.24,-1.75,19.5,9.4868,24758783642.0,288270940.0,17729468,20.23
SH603226,SH603226,菲林格尔,37.04,-1.02,49.7,3.94,13167415161.0,224073156.0,6148500,
SH603227,SH603227,雪峰科技,8.43,-2.99,10.39,7.82,9034369368.0,113607234.0,13311738,19.632
SH603228,SH603228,景旺电子,61.02,-6.41,83.33,23.1202,60091528040.0,1457440078.0,23521457,49.551
SH603229,SH603229,奥翔药业,9.67,-3.88,12.51,6.8664,8028973392.0,97054940.0,9909693,43.438
SH603230,SH603230,内蒙新华,12.19,-2.4,,,4309445370.0,48102882.0,3915900,17.652
SH603231,SH603231,索宝蛋白,19.2,-3.71,,,3676014816.0,64413280.0,3305000,20.864
SH603232,SH603232,格尔软件,24.59,-7.8,30.39,10.9641,5756081175.0,1057739836.0,41563818,610.098
SH603233,SH603233,大参林,17.57,-0.68,19.96,12.9953,20009557515.0,109657459.0,6218890,17.589
SH603235,SH603235,天新药业,27.08,-1.99,,,11855082400.0,35289576.0,1275100,19.213
SH603236,SH603236,移远通信,82.5,-3.92,113.0,46.9661,21586756455.0,520044360.0,6207277,22.369
SH603237,SH603237,五芳斋,16.77,-3.9,,,3304906445.0,48319815.0,2834699,31.001
SH603238,SH603238,诺邦股份,17.14,-3.16,23.6,10.7983,3042504260.0,52921978.0,3067315,24.978
SH603239,SH603239,浙江仙通,18.13,-5.08,23.24,11.0862,4908153600.0,129293017.0,7022800,25.273
SH603255,SH603255,鼎际得,32.6,-4.26,,,4387688344.0,42013526.0,1268500,
SH603256,SH603256,宏和科技,28.15,-6.23,47.6,6.63,24764329125.0,373614821.0,13061544,160.93
SH603257,SH603257,中国瑞林,56.69,-6.02,,,6802800000.0,115024750.0,1997582,40.971
SH603258,SH603258,电魂网络,19.5,0.0,28.61,17.02,4755985650.0,75796512.0,3864933,
SH603259,SH603259,药明康德,91.8,-2.0,115.4126,47.2962,273908906829.0,3196614357.0,34684075,18.269
SH603260,SH603260,合盛硅业,56.76,-9.82,67.46,44.3524,67102065971.0,1866686927.0,31656175,
SH603261,SH603261,*ST立航,25.5,-0.78,,,1986644361.0,52054701.0,2005390,
SH603262,SH603262,技源集团,27.11,-4.81,,,10844271100.0,46590083.0,1692088,70.265
SH603266,SH603266,天龙股份,20.03,-4.07,28.03,14.2717,3983701603.0,83023103.0,4093100,36.114
SH603267,SH603267,鸿远电子,44.63,-2.81,64.7999,31.9871,10313140210.0,195196005.0,4331200,41.463
SH603268,SH603268,*ST松发,68.4,-3.66,75.9,30.01,66401235925.0,199221430.0,2897800,59.258
SH603269,SH603269,海鸥股份,11.43,-2.97,15.1,6.1822,3529032708.0,66076107.0,5742326,33.233
SH603270,SH603270,金帝股份,23.59,-1.5,,,5168726275.0,88859142.0,3735385,41.473
SH603271,SH603271,永杰新材,37.49,-5.09,,,7375032800.0,125751898.0,3308789,18.792
SH603272,SH603272,联翔股份,19.77,-2.13,,,2048705790.0,56757386.0,2891300,97.971
SH603273,SH603273,天元智能,18.46,-4.1,,,3956225364.0,54893897.0,2944215,122.848
SH603275,SH603275,众辰科技,41.0,-1.98,,,6099645891.0,76026853.0,1849676,31.457
SH603276,SH603276,恒兴新材,17.31,-3.19,,,3594412793.0,62125203.0,3595580,88.108
SH603277,SH603277,银都股份,16.27,-4.29,19.9609,11.5661,9984887692.0,44424922.0,2696501,18.885
SH603278,SH603278,大业股份,9.05,-3.83,14.58,6.62,3092922498.0,76857347.0,8402593,
SH603279,SH603279,景津装备,16.74,-2.5,18.7071,14.43,9649890180.0,99625296.0,5897874,15.599
SH603280,SH603280,南方路机,40.15,10.0,,,4352527680.0,153092994.0,3848662,52.098
SH603281,SH603281,江瀚新材,26.53,-4.71,,,9904533351.0,120079951.0,4448425,21.199
SH603282,SH603282,亚光股份,19.23,-3.75,,,2573358600.0,73070223.0,3751000,21.06
SH603283,SH603283,赛腾股份,40.99,-6.71,58.7414,28.7966,11284695097.0,615220201.0,14734844,23.505
SH603285,SH603285,键邦股份,23.92,-5.08,,,3827200000.0,80005843.0,3284281,28.422
SH603286,SH603286,日盈电子,41.7,2.91,51.3,16.5867,4895410323.0,355500432.0,8526400,
SH603288,SH603288,海天味业,37.29,-1.22,47.672,37.0,218214552162.0,497860008.0,13306210,31.849
SH603289,SH603289,泰瑞机器,9.69,-3.96,11.5504,6.7689,2842922016.0,66235513.0,6783582,27.18
SH603290,SH603290,斯达半导,92.97,-4.71,,,22263848134.0,398846525.0,4235940,47.757
SH603291,SH603291,联合水务,10.23,-2.48,,,4329546779.0,39633451.0,3824000,53.209
SH603296,SH603296,华勤技术,84.77,-2.76,,,86103630801.0,691418090.0,8110848,21.661
SH603297,SH603297,永新光学,91.5,-2.45,130.92,66.1979,10150708050.0,77182501.0,834400,46.273
SH603298,SH603298,杭叉集团,24.55,-2.62,30.6,15.4987,32155885803.0,242109012.0,9750443,14.625
SH603299,SH603299,苏盐井神,10.46,-3.33,12.79,9.1287,8176144793.0,109867386.0,10390701,15.619
SH603300,SH603300,海南华铁,7.27,-2.42,13.258,4.7585,14516619360.0,542437302.0,73730055,22.412
SH603301,SH603301,振德医疗,75.49,-1.96,104.84,18.2042,20114401239.0,450403363.0,5997558,71.608
SH603303,SH603303,得邦照明,12.73,-3.92,16.1949,9.646,6071504440.0,23610095.0,1832680,21.213
SH603305,SH603305,旭升集团,12.62,-3.3,20.3,9.6732,14585041977.0,408335106.0,31850268,37.1
SH603306,SH603306,华懋科技,45.99,-4.37,59.18,26.5073,15153217506.0,406063754.0,8734395,59.707
SH603307,SH603307,扬州金泉,41.78,-3.4,,,2835901060.0,38140340.0,911900,23.503
SH603308,SH603308,应流股份,36.27,0.17,44.44,12.8568,24628651715.0,662204012.0,17956121,69.674
SH603309,SH603309,维力医疗,13.17,-4.43,15.44,9.4598,3843946575.0,82975535.0,6195260,15.734
SH603310,SH603310,巍华新材,16.95,-3.8,,,5853513000.0,69889295.0,4076500,32.832
SH603311,SH603311,金海高科,11.7,-4.8,13.45,7.7018,2759841712.0,44765729.0,3759000,30.42
SH603312,SH603312,西典新能,46.82,-6.08,,,7491176590.0,276895576.0,5782405,25.762
SH603313,SH603313,梦百合,8.76,-1.79,10.48,6.07,4998341113.0,98426831.0,11109917,30.766
SH603315,SH603315,福鞍股份,14.24,-4.43,19.2518,9.6408,4562869999.0,92428630.0,6381262,96.351
SH603316,SH603316,诚邦股份,14.48,-3.08,17.89,4.1,3826542720.0,182228920.0,12437680,
SH603317,SH603317,天味食品,12.86,-0.23,14.6363,10.5,13695852341.0,114249927.0,8780380,23.435
SH603318,SH603318,水发燃气,6.74,-5.73,9.5656,5.4463,3094138028.0,95080427.0,13745480,
SH603319,SH603319,美湖股份,36.49,1.5,47.17,13.3068,12375571750.0,714445447.0,19788872,82.264
SH603320,SH603320,迪贝电气,18.1,-5.14,22.24,13.0989,2699546274.0,47301107.0,2566510,35.989
SH603321,SH603321,梅轮电梯,7.84,-6.44,9.29,5.9463,2736547837.0,89854832.0,11198810,58.537
SH603322,SH603322,超讯通信,47.33,-2.31,60.0,29.08,7458583055.0,703069630.0,14490150,
SH603323,SH603323,苏农银行,5.14,-3.02,5.8649,4.1976,10375302986.0,174238309.0,33418331,5.12
SH603324,SH603324,盛剑科技,22.85,-3.51,,,3374478403.0,43208908.0,1867580,57.067
SH603325,SH603325,博隆技术,77.69,-1.91,,,6215510760.0,59334569.0,765425,13.825
SH603326,SH603326,我乐家居,9.12,-3.59,9.7817,5.0472,2910893602.0,51026572.0,5519713,16.299
SH603327,SH603327,福蓉科技,9.59,4.69,10.9292,7.1153,9565957391.0,285194536.0,30336235,96.674
SH603328,SH603328,依顿电子,10.27,-3.84,12.71,6.9577,10254005615.0,169642836.0,16299628,23.433
SH603329,SH603329,上海雅仕,11.53,-4.95,13.9487,8.859,2883090048.0,52170195.0,4436230,80.349
SH603330,SH603330,天洋新材,7.35,-8.24,9.12,5.68,3180151320.0,131795740.0,17420754,
SH603331,SH603331,百达精工,11.03,-5.32,12.46,7.6905,2229997265.0,77721259.0,6940800,31.26
SH603332,SH603332,苏州龙杰,12.46,-5.39,21.54,7.2884,2695685913.0,76864629.0,6062700,49.729
SH603333,SH603333,尚纬股份,7.3,-3.95,10.1481,4.0153,4537151378.0,80108091.0,10826700,
SH603334,SH603334,丰倍生物,43.76,-6.66,,,6279560000.0,224891013.0,5020922,40.661
SH603335,SH603335,迪生力,5.85,-4.57,6.71,3.33,2504645910.0,87530358.0,14752524,
SH603336,SH603336,宏辉果蔬,9.1,-5.8,10.76,3.81,5539342400.0,151072620.0,16153301,573.034
SH603337,SH603337,杰克科技,37.66,-2.31,57.33,24.0924,17942251779.0,124442971.0,3283790,20.515
SH603338,SH603338,浙江鼎力,53.86,-0.5,69.6072,38.1568,27271896763.0,372491032.0,6933615,15.47
SH603339,SH603339,四方科技,12.63,-3.44,18.97,9.3257,3908242040.0,51973354.0,4084464,25.039
SH603341,SH603341,龙旗科技,38.57,-3.14,,,18104046152.0,201945972.0,5177700,31.346
SH603344,SH603344,星德胜,24.38,-3.86,,,4742665292.0,65405216.0,2646000,24.451
SH603345,SH603345,安井食品,78.53,-0.27,92.1501,69.2194,26173179830.0,588191252.0,7448625,18.871
SH603348,SH603348,文灿股份,20.28,-2.22,29.4951,18.1478,6377597454.0,74618054.0,3647014,314.972
SH603350,SH603350,安乃达,36.3,-3.2,,,4225864500.0,56246963.0,1538500,34.91
SH603351,SH603351,威尔药业,27.01,-4.76,33.34,19.6908,3658210955.0,20594568.0,748840,24.786
SH603353,SH603353,和顺石油,30.59,-8.41,,,5258604540.0,376184743.0,11644914,662.053
SH603355,SH603355,莱克电气,28.7,-2.01,31.0,18.99,16456449989.0,188233550.0,6619480,16.916
SH603356,SH603356,华菱精工,13.62,-4.49,20.76,10.57,1816090800.0,76867747.0,5569000,
SH603357,SH603357,设计总院,8.21,-3.3,9.8298,7.9483,4602344633.0,68768831.0,8301700,10.452
SH603358,SH603358,华达科技,47.07,-1.55,50.0,29.4553,22110806587.0,315232627.0,6728124,52.879
SH603359,SH603359,东珠生态,7.5,-5.18,12.27,4.1,3345720000.0,100912402.0,13176280,
SH603360,SH603360,百傲化学,30.8,-3.54,37.51,13.628,21751688543.0,541987092.0,17464290,100.688
SH603363,SH603363,傲农生物,4.84,-2.42,6.2,3.15,12598335238.0,220155244.0,45072251,6.952
SH603365,SH603365,水星家纺,20.88,-2.97,23.87,13.2701,5483787480.0,30157119.0,1424000,14.091
SH603366,SH603366,日出东方,9.58,-8.15,22.8574,7.7882,7789000808.0,742100329.0,74868044,42.849
SH603367,SH603367,辰欣药业,18.3,-3.73,34.8729,12.4765,8285400561.0,320541769.0,17295944,16.813
SH603368,SH603368,柳药集团,17.74,-3.85,20.92,15.2322,7045776375.0,196107399.0,10890155,8.979
SH603369,SH603369,今世缘,37.6,-1.42,55.7896,37.41,46879681391.0,252282200.0,6677555,16.305
SH603370,SH603370,华新精科,43.86,-5.06,,,7673307000.0,97474348.0,2184646,43.207
SH603373,SH603373,安邦护卫,41.15,-4.17,,,4424731194.0,40559767.0,972500,34.193
SH603375,SH603375,盛景微,38.0,-7.2,,,3825333346.0,137783360.0,3562205,165.317
SH603376,SH603376,大明电子,38.68,-5.96,,,15472038680.0,191254535.0,4824940,54.728
SH603377,SH603377,ST东时,4.13,-1.2,4.64,2.08,2952563011.0,72704207.0,17482432,
SH603378,SH603378,亚士创能,6.75,-4.8,10.06,5.26,2893027334.0,84792289.0,12309768,
SH603379,SH603379,三美股份,52.52,-4.04,63.1035,31.2197,32062359023.0,339039223.0,6355573,17.728
SH603380,SH603380,易德龙,35.04,-2.12,56.3,17.274,5621859648.0,68092754.0,1938800,25.399
SH603381,SH603381,永臻股份,21.34,-3.0,,,5063049997.0,302521126.0,13775881,55.095
SH603382,SH603382,海阳科技,30.51,-4.39,,,5529979238.0,59869492.0,1932542,40.135
SH603383,SH603383,顶点软件,37.6,-0.63,49.27,32.1506,7722550410.0,147668894.0,3908170,39.393
SH603385,SH603385,惠达卫浴,6.83,-5.4,7.5726,5.2713,2599941731.0,43457193.0,6245680,42.814
SH603386,SH603386,骏亚科技,11.76,-3.92,16.5,8.11,3837553306.0,95463940.0,7984040,
SH603387,SH603387,基蛋生物,8.1,-3.8,9.0401,7.1518,4107943488.0,71042022.0,8650409,19.678
SH603388,SH603388,*ST元成,0.58,0.0,4.06,0.58,188925472.0,,,
SH603389,SH603389,*ST亚振,43.14,-4.77,50.02,4.45,11335121280.0,99278407.0,2243974,
SH603390,SH603390,通达电气,12.08,-2.34,19.1989,7.8505,4247955967.0,52182051.0,4283100,66.594
SH603391,SH603391,力聚热能,57.88,0.29,,,5267080000.0,99203766.0,1714145,25.702
SH603392,SH603392,万泰生物,51.68,-3.17,,,65381544960.0,196357593.0,3775953,
SH603393,SH603393,新天然气,27.81,-2.93,35.0,25.76,11789252104.0,193582564.0,6898141,10.537
SH603395,SH603395,红四方,32.83,-5.03,,,8535800000.0,158552984.0,4723120,314.313
SH603396,SH603396,金辰股份,34.02,-10.0,41.33,20.952,4712704802.0,375222844.0,10730742,102.573
SH603398,SH603398,*ST沐邦,10.46,5.02,29.41,4.25,4535890341.0,154361215.0,14768280,
SH603399,SH603399,永杉锂业,11.07,-10.0,12.99,7.02,5671057484.0,535259393.0,47452602,
SH603400,SH603400,华之杰,52.96,-5.98,,,5296000000.0,60837648.0,1121376,32.639
SH603406,SH603406,天富龙,41.06,-5.61,,,16424410600.0,95179181.0,2267669,36.261
SH603408,SH603408,建霖家居,12.21,-2.94,,,5464866330.0,34768383.0,2812600,12.596
SH603409,SH603409,汇通控股,33.24,-3.01,,,4189237200.0,45306982.0,1348103,26.353
SH603416,SH603416,信捷电气,53.33,-3.88,68.3449,33.1219,8380203298.0,166822355.0,3098523,35.744
SH603418,SH603418,友升股份,54.75,-3.51,,,10570497309.0,150295588.0,2713397,20.966
SH603421,SH603421,鼎信通讯,7.03,-4.61,10.48,5.21,4584899292.0,87102997.0,12238388,
SH603429,SH603429,集友股份,10.64,2.41,14.33,5.36,5580525348.0,236974187.0,22339147,
SH603439,SH603439,贵州三力,11.84,-3.74,,,4841733757.0,73695732.0,6160100,30.132
SH603444,SH603444,吉比特,422.6,-1.07,668.0,186.3969,30444569283.0,537675554.0,1261817,20.275
SH603456,SH603456,九洲药业,18.62,-5.48,22.25,11.5385,16561485041.0,654443976.0,34500453,22.911
SH603458,SH603458,勘设股份,7.77,-5.59,10.56,5.09,2378587474.0,60896532.0,7637159,
SH603466,SH603466,风语筑,10.12,1.1,13.0199,7.1962,6019232812.0,461449412.0,45901166,175.087
SH603477,SH603477,巨星农牧,17.56,-3.25,24.8068,15.6283,8956835047.0,156742024.0,8798607,24.454
SH603486,SH603486,科沃斯,78.29,-3.2,111.69,41.946,45339403524.0,375977072.0,4772745,28.178
SH603488,SH603488,展鹏科技,7.77,-5.82,10.2912,5.9774,2268765719.0,56138246.0,7104440,
SH603489,SH603489,八方股份,29.86,-2.86,33.9905,19.9739,7005692853.0,156326597.0,5203232,88.135
SH603496,SH603496,恒为科技,28.27,-1.84,41.8685,21.4887,9052315300.0,475542379.0,16606345,
SH603499,SH603499,翔港科技,19.2,-4.14,27.485,14.3231,5809812288.0,260732535.0,13281877,45.445
SH603500,SH603500,祥和实业,10.9,-5.55,13.68,6.0748,3627413681.0,103290989.0,9326758,24.775
SH603501,SH603501,豪威集团,115.92,-2.22,161.6699,94.4785,140194123156.0,1506599868.0,12929829,33.715
SH603505,SH603505,金石资源,18.05,-8.0,21.14,14.8528,15192122075.0,517946384.0,28074343,62.701
SH603506,SH603506,南都物业,11.88,-4.73,16.04,7.75,2230800015.0,45274233.0,3743120,19.223
SH603507,SH603507,振江股份,22.31,-4.66,30.73,21.0012,4111762159.0,143912730.0,6361479,72.293
SH603508,SH603508,思维列控,26.55,-0.52,35.3736,18.9432,10122834709.0,163296959.0,6162528,16.403
SH603511,SH603511,爱慕股份,15.05,-4.75,,,6080961711.0,48497467.0,3172823,49.344
SH603515,SH603515,欧普照明,17.6,-1.73,19.33,14.1318,13091190341.0,20765309.0,1167500,15.251
SH603516,SH603516,淳中科技,185.0,-9.02,245.0,31.7272,37604631615.0,1591993663.0,8343544,7444.961
SH603517,SH603517,ST绝味,13.38,-2.76,21.6512,12.86,8108305904.0,130746070.0,9684901,117.63
SH603518,SH603518,锦泓集团,9.67,-1.02,13.43,7.3368,3347755779.0,213666216.0,22321000,12.938
SH603519,SH603519,立霸股份,12.16,-3.8,14.822,9.1105,3238546522.0,40650285.0,3307600,19.404
SH603520,SH603520,司太立,9.94,-4.42,12.82,7.3387,4357794217.0,293213344.0,29162533,
SH603527,SH603527,众源新材,9.91,-7.56,13.3481,7.2155,3141184592.0,177818096.0,17538781,23.144
SH603528,SH603528,多伦科技,9.28,1.2,10.81,6.1612,6551031616.0,396131286.0,42730188,
SH603529,SH603529,爱玛科技,30.46,-1.33,,,26473637540.0,192424305.0,6280077,11.305
SH603530,SH603530,神马电力,38.49,-5.43,53.69,20.8505,16615539292.0,326126829.0,8226232,44.647
SH603533,SH603533,掌阅科技,21.87,6.22,31.1753,15.105,9598673781.0,1401461108.0,63661551,
SH603535,SH603535,嘉诚国际,10.72,-3.77,13.67,6.9644,5477043479.0,124189102.0,11383841,29.231
