symbol,code,name,current,percent,high52w,low52w,marketcapital,amount,volume,pe_ttm
SZ002001,SZ002001,新和成,24.19,-2.54,26.28,18.9278,74346070439.0,578306518.19,23720093,10.326
SZ002003,SZ002003,伟星股份,10.86,-1.45,14.0931,9.7978,12905042832.0,101834061.45,9275632,19.551
SZ002004,SZ002004,华邦健康,4.74,-4.63,5.37,3.5879,9384816965.0,223478838.25,46267495,
SZ002005,SZ002005,ST德豪,2.84,-0.7,3.23,1.55,4976886597.0,57062426.0,19854200,
SZ002006,SZ002006,精工科技,20.16,-5.75,25.05,14.0879,10479035750.0,619083771.82,30135785,47.925
SZ002007,SZ002007,华兰生物,15.49,-1.84,17.8401,14.7706,28307303756.0,293719652.42,18833829,29.841
SZ002008,SZ002008,大族激光,34.9,-4.88,47.62,21.2051,35933158939.0,757825979.5,21389800,31.766
SZ002009,SZ002009,天奇股份,16.35,-5.65,20.17,10.82,6576512934.0,515671389.2,31103921,
SZ002010,SZ002010,传化智联,5.74,-4.65,6.935,3.9666,16002950716.0,259330575.85,44434851,29.029
SZ002011,SZ002011,盾安环境,12.48,-2.73,15.55,10.19,13286234695.0,214456672.0,17061700,11.408
SZ002012,SZ002012,凯恩股份,5.74,-4.81,6.79,3.8968,2684170198.0,176634512.66,29682800,552.586
SZ002014,SZ002014,永新股份,11.32,-1.31,12.0098,9.0223,6933407923.0,34009403.71,2990341,14.686
SZ002015,SZ002015,协鑫能科,9.86,-3.24,14.8874,6.2924,16005980694.0,270442091.94,27109349,24.806
SZ002016,SZ002016,世荣兆业,6.14,-2.54,8.6849,4.9614,4967847180.0,76627790.84,12295672,36.115
SZ002017,SZ002017,东信和平,20.9,-3.78,36.36,8.1171,12131026898.0,418579232.54,19800248,66.173
SZ002019,SZ002019,亿帆医药,11.87,-3.02,16.66,9.8983,14438550309.0,126307717.74,10499421,35.443
SZ002020,SZ002020,京新药业,20.5,-1.77,22.62,11.4072,17651097370.0,341460326.29,16420595,24.771
SZ002021,SZ002021,中捷资源,2.53,-5.6,3.57,1.76,3024557627.0,128327645.53,49820772,
SZ002022,SZ002022,科华生物,6.46,-4.58,8.45,4.88,3322689656.0,57545213.47,8746601,
SZ002023,SZ002023,海特高新,11.44,-4.27,13.26,8.3,8475441088.0,269156244.37,23208001,66.221
SZ002024,SZ002024,ST易购,1.71,-3.39,2.38,1.67,15842752627.0,80502414.52,46710666,186.988
SZ002025,SZ002025,航天电器,41.53,-1.91,62.5994,41.36,18913841282.0,192570473.39,4623124,232.493
SZ002026,SZ002026,山东威达,13.53,-4.11,16.9,8.3427,5960397135.0,151111114.79,10987940,18.041
SZ002027,SZ002027,分众传媒,7.55,0.0,8.6437,5.9557,109038607931.0,732177443.8,96888576,20.089
SZ002028,SZ002028,思源电气,135.78,-4.04,154.39,68.0178,106055967333.0,1362940976.99,9922928,38.579
SZ002029,SZ002029,七匹狼,9.57,-7.8,11.69,5.4417,6747075249.0,516951802.0,52477387,14.934
SZ002030,SZ002030,达安基因,6.38,-4.49,7.77,5.11,8953985684.0,167768945.92,25889355,
SZ002031,SZ002031,巨轮智能,7.07,-2.35,11.46,4.1,15549727387.0,356055721.95,50007051,
SZ002032,SZ002032,苏泊尔,49.98,0.2,57.3193,46.81,40051959455.0,125937910.81,2515837,18.392
SZ002033,SZ002033,丽江股份,8.77,-2.12,10.34,7.7142,4819033535.0,110090092.05,12453554,22.891
SZ002034,SZ002034,旺能环境,16.33,-3.2,20.629,12.9527,7086974756.0,80335441.62,4861166,11.814
SZ002035,SZ002035,华帝股份,6.18,-2.52,8.1009,5.9229,5238499359.0,85546463.8,13706190,11.997
SZ002036,SZ002036,联创电子,9.57,-3.82,15.12,8.32,10099907025.0,272577313.83,28190172,
SZ002037,SZ002037,保利联合,9.56,-3.63,16.68,6.68,4625926891.0,100889415.0,10451400,
SZ002038,SZ002038,双鹭药业,7.3,-4.82,8.74,5.9638,7499655000.0,171301634.04,23093200,89.529
SZ002039,SZ002039,黔源电力,17.63,-1.67,19.3,14.0437,7537849761.0,111245765.69,6255680,16.912
SZ002040,SZ002040,南京港,9.9,-3.51,14.3643,5.9934,4830675152.0,147945978.43,14782421,28.497
SZ002041,SZ002041,登海种业,9.62,-1.13,13.5201,9.08,8465600000.0,342512083.49,34853104,162.689
SZ002042,SZ002042,华孚时尚,4.36,-4.8,7.58,3.98,7414970708.0,139993260.21,31511759,
SZ002043,SZ002043,兔宝宝,13.65,-1.8,14.29,8.9134,11326148652.0,181351831.99,13045342,15.471
SZ002044,SZ002044,美年健康,5.19,-2.08,7.7692,4.0791,20314977860.0,449259179.64,85546207,65.645
SZ002045,SZ002045,国光电器,13.78,-3.43,25.15,11.47,7751017559.0,203948873.0,14634300,277.134
SZ002046,SZ002046,国机精工,28.67,-0.93,40.48,11.5797,15374770159.0,504685159.2,17701372,54.634
SZ002047,SZ002047,*ST宝鹰,3.7,-4.88,4.36,1.58,5610120164.0,23913470.0,6463100,
SZ002048,SZ002048,宁波华翔,27.51,-1.75,40.6,11.4411,22388549186.0,482834687.14,17397256,69.687
SZ002049,SZ002049,紫光国微,72.23,-3.24,94.83,56.3174,61368343831.0,1436406269.15,19720447,42.85
SZ002050,SZ002050,三花智控,41.9,1.77,53.48,21.0625,176315783877.0,8865881838.82,212385983,43.647
SZ002051,SZ002051,中工国际,8.56,0.0,9.538,7.0944,10592220501.0,220286502.42,25508389,37.2
SZ002052,SZ002052,同洲电子,12.7,-3.35,21.0,3.52,9555984114.0,258028444.65,19894495,30.26
SZ002053,SZ002053,云南能投,12.3,-7.73,15.33,9.9756,11324972407.0,217428781.11,17153242,34.007
SZ002054,SZ002054,德美化工,7.37,-6.71,9.6,4.8843,3553190881.0,169997693.8,22478460,39.768
SZ002055,SZ002055,得润电子,6.72,-5.22,9.49,4.27,4062172914.0,189033260.16,27621573,
SZ002056,SZ002056,横店东磁,18.47,-4.65,23.0,11.1113,30045372007.0,580771175.14,31075248,12.769
SZ002057,SZ002057,中钢天源,9.96,-5.86,12.0636,6.4688,7508681712.0,257382367.71,25385559,31.713
SZ002058,SZ002058,*ST威尔,23.45,-4.98,31.33,8.06,3363863385.0,51231770.23,2163155,18.752
SZ002059,SZ002059,云南旅游,5.84,0.0,8.09,4.77,5912619308.0,587511088.96,100040788,
SZ002060,SZ002060,广东建工,3.7,-3.65,4.58,3.1019,13891254995.0,118706818.66,31613046,12.837
SZ002061,SZ002061,浙江交科,4.03,-3.36,4.5,3.4501,10777427106.0,163567181.58,40011370,9.09
SZ002062,SZ002062,宏润建设,9.68,0.52,12.9,4.1023,11976782206.0,408378339.32,43354749,43.251
SZ002063,SZ002063,远光软件,6.15,-4.5,7.3432,5.0845,11746903139.0,356973913.08,57238976,38.384
SZ002064,SZ002064,华峰化学,9.33,-2.71,10.49,6.3267,46300534559.0,286558243.32,30463305,27.777
SZ002065,SZ002065,东华软件,10.2,-2.11,14.9994,6.3857,32695920225.0,1225942641.52,118814171,90.745
SZ002066,SZ002066,瑞泰科技,16.18,-5.66,18.5,8.3929,3800795260.0,104162165.0,6300800,209.694
SZ002067,SZ002067,景兴纸业,5.5,-0.18,7.78,3.09,8111696192.0,628693598.3,116299857,130.636
SZ002068,SZ002068,黑猫股份,9.3,-8.64,13.63,7.32,6838710323.0,327417997.0,33794728,
SZ002069,SZ002069,獐子岛,4.75,9.95,4.9,3.23,3377782922.0,703938462.46,151301802,
SZ002072,SZ002072,凯瑞德,6.93,-6.22,8.69,3.35,2548022400.0,57947643.0,8164600,
SZ002073,SZ002073,软控股份,8.46,-3.97,10.2663,6.3895,8626885539.0,363561479.71,42361578,18.519
SZ002074,SZ002074,国轩高科,37.77,-4.6,49.83,18.3515,68504761432.0,2454392780.74,64075808,20.586
SZ002075,SZ002075,沙钢股份,5.4,-3.74,8.0282,4.47,11846657403.0,255452848.96,46312570,41.091
SZ002076,SZ002076,*ST星光,2.05,-5.09,4.74,1.53,2273705207.0,87147605.94,42026100,
SZ002077,SZ002077,大港股份,16.79,-9.97,19.73,11.67,9744051533.0,1218653887.61,69620351,219.356
SZ002078,SZ002078,太阳纸业,14.62,-0.88,15.59,12.8104,40856103440.0,222551169.6,15199440,13.003
SZ002079,SZ002079,苏州固锝,9.36,-6.31,13.0137,7.9639,7586385918.0,322976900.56,33759909,78.362
SZ002080,SZ002080,中材科技,31.05,-6.64,40.48,11.7039,52105737283.0,1127487063.74,35692496,29.55
SZ002081,SZ002081,金螳螂,3.3,-2.65,4.1688,2.9833,8762568174.0,107543632.51,32321613,19.159
SZ002082,SZ002082,万邦德,12.71,-3.49,16.66,4.82,7774567889.0,281538192.56,22095242,547.399
SZ002083,SZ002083,孚日股份,9.2,-9.98,13.97,3.7835,8709078910.0,1888013855.69,198196641,28.34
SZ002084,SZ002084,海鸥住工,4.4,10.0,5.57,2.57,2842646576.0,224980045.76,51701907,
SZ002085,SZ002085,万丰奥威,15.25,-1.36,21.611,12.9093,32380287180.0,528738692.04,34633232,39.543
SZ002086,SZ002086,东方海洋,2.76,-3.16,4.33,2.3,5406692340.0,783091973.96,282128436,
SZ002088,SZ002088,鲁阳节能,11.71,-3.62,13.9,10.35,6008665482.0,44110225.0,3724234,24.847
SZ002090,SZ002090,金智科技,10.65,-5.92,12.62,7.2529,4266145806.0,214760416.28,19852699,51.919
SZ002091,SZ002091,江苏国泰,8.91,-6.8,10.9186,5.939,14502342415.0,446476920.79,49060963,12.574
SZ002092,SZ002092,中泰化学,4.65,-5.49,5.44,3.99,12043590754.0,478521158.36,101326246,
SZ002093,SZ002093,国脉科技,11.08,-5.86,15.7289,6.864,11163100000.0,338080128.13,29879209,51.572
SZ002094,SZ002094,青岛金王,7.31,-4.94,10.66,4.8,5050461083.0,179743572.13,24159667,133.157
SZ002095,SZ002095,生意宝,19.7,-1.79,32.0666,13.1658,4978584000.0,138020221.83,6999907,
SZ002096,SZ002096,易普力,13.2,-3.58,16.7929,9.8533,16373818164.0,105845793.0,7917900,19.654
SZ002097,SZ002097,山河智能,11.72,-2.25,20.98,5.7754,12594514334.0,385160797.6,32553514,93.414
SZ002098,SZ002098,浔兴股份,9.0,-4.96,11.1239,6.3184,3222000000.0,67502059.0,7371600,16.35
SZ002099,SZ002099,海翔药业,5.87,-4.71,6.97,4.26,9501858535.0,97585040.28,16421044,
SZ002100,SZ002100,天康生物,7.14,-3.38,8.24,5.7985,9747895817.0,195538959.91,26951300,21.605
SZ002101,SZ002101,广东鸿图,12.26,-2.78,15.5704,9.5841,8145252690.0,101179330.27,8176603,22.745
SZ002102,SZ002102,能特科技,3.53,-4.59,4.68,2.35,8738962569.0,91697870.14,25523302,
SZ002103,SZ002103,广博股份,9.64,0.21,18.78,6.87,5150391267.0,141945723.2,14690800,29.93
SZ002104,SZ002104,恒宝股份,17.82,-4.04,31.91,5.8647,12622532444.0,643301359.82,35679145,308.509
SZ002105,SZ002105,信隆健康,6.9,-3.9,13.62,4.39,2539614000.0,104463864.47,14752800,
SZ002106,SZ002106,莱宝高科,10.15,-4.25,13.1,7.9801,7164034024.0,148545240.21,14444001,24.07
SZ002107,SZ002107,沃华医药,6.05,-3.97,7.6396,3.535,3492118080.0,56143281.24,9152684,45.066
SZ002108,SZ002108,沧州明珠,4.64,-9.38,5.65,2.9092,7649495676.0,851242020.14,178097466,49.0
SZ002109,SZ002109,兴化股份,3.49,-9.59,4.64,2.64,4454181780.0,121790925.0,33675200,
SZ002110,SZ002110,三钢闽光,4.3,-2.05,5.2,2.91,10445027776.0,154636500.0,35663450,44.202
SZ002111,SZ002111,威海广泰,9.96,-1.78,12.1336,8.7905,5298802419.0,67415670.92,6748960,73.118
SZ002112,SZ002112,三变科技,12.94,-7.11,19.3946,10.4333,3806058789.0,348269712.56,26242317,46.169
SZ002114,SZ002114,罗平锌电,7.58,-9.76,9.11,5.15,2451336124.0,206618503.87,26376627,
SZ002115,SZ002115,三维通信,10.0,-6.72,14.85,5.91,8109913320.0,788037916.37,77241667,
SZ002116,SZ002116,中国海诚,10.74,-0.56,11.79,8.7136,5002628086.0,191703388.27,17638582,14.023
SZ002117,SZ002117,东港股份,11.96,-2.76,15.1629,8.1948,6263702622.0,166229973.33,13801325,31.207
SZ002119,SZ002119,康强电子,15.86,-5.76,21.08,12.656,5952004240.0,402141195.62,24950689,59.41
SZ002120,SZ002120,韵达股份,7.03,-2.77,9.06,6.1473,20381377540.0,248986323.6,35133565,16.49
SZ002121,SZ002121,科陆电子,7.57,-5.49,10.11,3.37,12572382328.0,393788924.84,51117005,
SZ002122,SZ002122,ST汇洲,3.22,-1.23,6.06,2.82,6444831852.0,178954840.27,55403149,
SZ002123,SZ002123,梦网科技,11.52,-3.11,25.15,10.09,9278456717.0,197913859.0,16979700,
SZ002124,SZ002124,天邦食品,2.72,-4.23,3.66,2.66,6043660023.0,205042758.6,73882500,16.045
SZ002125,SZ002125,湘潭电化,14.0,-10.03,17.95,8.3827,8812743982.0,914018579.23,63364580,38.622
SZ002126,SZ002126,银轮股份,33.08,2.51,46.98,16.8012,27907951957.0,932332648.49,28395708,32.791
SZ002127,SZ002127,南极电商,3.46,-2.26,5.5579,3.2496,8493851594.0,183492319.19,52404810,
SZ002128,SZ002128,电投能源,25.89,-2.82,30.08,16.5239,58034337734.0,429521636.23,16464300,11.469
SZ002129,SZ002129,TCL中环,9.29,-6.82,11.52,7.11,37560545531.0,1466725991.03,154377231,
SZ002130,SZ002130,沃尔核材,24.0,-4.34,34.97,14.7123,30237565488.0,984496949.3,40486953,29.811
SZ002131,SZ002131,利欧股份,5.04,-0.79,6.85,2.39,34129764663.0,2341626943.65,459428909,69.773
SZ002132,SZ002132,恒星科技,3.64,-9.45,4.46,2.4182,5101622701.0,320581605.4,85608820,337.01
SZ002133,SZ002133,广宇集团,3.37,-7.16,3.92,2.1698,2608865870.0,101315128.0,29255700,
SZ002134,SZ002134,天津普林,21.16,-5.54,26.35,13.68,5202181091.0,223768447.0,10470002,288.314
SZ002135,SZ002135,东南网架,4.49,-4.06,5.2914,3.6686,5008675429.0,69272624.22,15208766,64.199
SZ002136,SZ002136,安纳达,12.21,-7.43,17.75,7.85,2625394200.0,287371371.71,22665151,
SZ002137,SZ002137,实益达,9.0,-1.53,12.91,5.64,5197543686.0,185675603.28,20561382,
SZ002138,SZ002138,顺络电子,33.82,-3.21,43.67,23.18,27269686732.0,551261196.68,16119482,27.909
SZ002139,SZ002139,拓邦股份,12.71,-2.61,18.4695,10.6279,15847272697.0,258774919.2,20181464,29.364
SZ002140,SZ002140,东华科技,10.77,-5.61,13.88,8.459,7625309401.0,117327987.77,10706000,16.657
SZ002141,SZ002141,贤丰控股,3.92,-3.69,5.65,1.34,4049108328.0,374720898.96,93742647,
SZ002142,SZ002142,宁波银行,28.8,-0.69,30.22,22.0841,190183414810.0,808009566.1,27950630,6.589
SZ002144,SZ002144,宏达高科,13.16,-7.58,14.95,8.7405,2326194868.0,161632966.0,11963800,106.695
SZ002145,SZ002145,钛能化学,4.81,-8.56,6.19,3.766,18310093200.0,708336854.22,143018270,42.243
SZ002146,SZ002146,荣盛发展,1.62,-4.71,2.39,1.24,7044025439.0,477442114.07,286664951,
SZ002148,SZ002148,北纬科技,8.63,-2.92,14.39,5.2377,4824060658.0,123128870.0,14144040,390.642
SZ002149,SZ002149,西部材料,16.16,-3.92,25.0823,15.0494,7889542668.0,186579136.57,11415406,88.462
SZ002150,SZ002150,通润装备,18.62,-6.2,25.04,9.8495,6763427377.0,344463635.85,18153638,27.443
SZ002151,SZ002151,北斗星通,29.03,-2.49,34.14,22.59,15760703804.0,377982616.38,12919503,
SZ002152,SZ002152,广电运通,12.1,-2.58,16.1472,10.2567,30048933066.0,266457282.22,21780967,35.388
SZ002153,SZ002153,石基信息,10.4,-3.08,12.03,6.1829,28383615946.0,736166516.87,70552439,
SZ002154,SZ002154,报喜鸟,4.01,-5.42,5.3388,3.5526,5851928253.0,272290552.0,66837420,18.539
SZ002155,SZ002155,湖南黄金,21.35,-5.03,25.51,11.5519,33362605597.0,1047607436.49,48400035,27.606
SZ002156,SZ002156,通富微电,35.25,-4.11,47.99,21.4585,53495291148.0,1813365968.99,50861587,54.279
SZ002157,SZ002157,正邦科技,2.87,-2.38,3.48,2.65,26547966630.0,372001657.0,128040700,
SZ002158,SZ002158,汉钟精机,21.62,-3.74,29.61,15.4184,11560735885.0,167942075.62,7637700,21.691
SZ002159,SZ002159,三特索道,15.05,-3.4,19.1746,12.9175,2668384941.0,47663632.0,3121000,21.387
SZ002160,SZ002160,常铝股份,5.03,-7.02,6.94,3.02,5194889270.0,421548280.55,81771155,103.225
SZ002161,SZ002161,远望谷,7.14,-4.03,9.46,4.5996,5281867836.0,123016558.88,16992234,48.361
SZ002162,SZ002162,悦心健康,4.61,-3.35,5.76,3.15,4239821449.0,119655890.8,25646040,
SZ002163,SZ002163,海南发展,13.56,-6.16,18.07,6.2,11457628677.0,1018904870.84,73480883,
SZ002164,SZ002164,宁波东力,12.64,-2.69,16.18,4.46,6726675429.0,295811997.09,23045182,109.115
SZ002165,SZ002165,红宝丽,7.89,-6.63,13.6175,3.8424,5801279014.0,353674153.16,43852298,116.343
SZ002166,SZ002166,莱茵生物,7.79,-3.35,9.2,6.6774,5777137421.0,91220391.14,11590371,43.838
SZ002167,SZ002167,东方锆业,11.57,-7.66,16.3,6.94,8962970081.0,398984315.48,33635433,34.898
SZ002168,SZ002168,*ST惠程,3.87,-2.76,5.33,1.99,3034712234.0,25947486.08,6667714,
SZ002169,SZ002169,智光电气,7.59,-4.29,9.85,4.5245,5940724073.0,241526607.21,31344315,
SZ002170,SZ002170,芭田股份,11.36,-6.81,13.66,7.3913,10992730712.0,669437219.2,57922402,12.328
SZ002171,SZ002171,楚江新材,10.79,-5.1,14.31,7.44,17511499639.0,820466732.98,75114001,30.787
SZ002172,SZ002172,澳洋健康,4.11,-5.08,5.2,2.79,3147160000.0,108178337.1,25881201,74.937
SZ002173,SZ002173,创新医疗,20.6,-2.18,27.65,7.55,9090457651.0,438175545.74,21159034,
SZ002174,SZ002174,游族网络,11.38,-1.3,18.15,7.65,11190581800.0,343941473.9,29715170,
SZ002175,SZ002175,东方智造,5.05,-1.37,8.49,3.5,6447742671.0,1580938710.16,303005340,
SZ002176,SZ002176,江特电机,11.03,-10.03,12.87,6.28,18820771158.0,1529712388.74,137313484,
SZ002177,SZ002177,御银股份,6.57,-4.92,10.3975,3.4576,5001026802.0,207211035.21,30938405,498.216
SZ002178,SZ002178,延华智能,7.02,0.43,8.63,4.8,4999314067.0,480180527.14,68093528,
SZ002179,SZ002179,中航光电,34.56,-1.2,43.094,34.14,73207447488.0,572499019.83,16563068,28.397
SZ002180,SZ002180,纳思达,18.72,-3.8,31.55,18.7,26617573439.0,314161067.33,16507676,
SZ002181,SZ002181,粤传媒,8.94,-1.76,13.99,4.3088,10379860076.0,454090459.26,50047318,56.317
SZ002182,SZ002182,宝武镁业,12.94,-5.34,17.0,10.1659,12833782696.0,321572159.94,24443424,137.542
SZ002183,SZ002183,怡亚通,4.76,-6.67,6.2,3.8315,12361763273.0,407489387.46,83270144,154.941
SZ002184,SZ002184,海得控制,13.07,-3.26,20.7,9.36,4599442396.0,130657375.63,9891274,
SZ002185,SZ002185,华天科技,10.62,-3.72,13.51,8.4269,34609323144.0,718862003.26,66791260,43.162
SZ002186,SZ002186,全聚德,11.3,-3.67,15.29,9.48,3468213944.0,120032894.81,10447309,
SZ002187,SZ002187,广百股份,6.41,-5.04,11.0142,5.2586,4492734598.0,123697674.28,18912609,
SZ002188,SZ002188,中天服务,5.94,-7.04,6.81,3.66,1942996952.0,97786740.72,16012704,73.278
SZ002189,SZ002189,中光学,23.1,-4.27,33.8,15.21,6033703206.0,183106685.24,7828974,
SZ002190,SZ002190,成飞集成,38.89,-2.8,58.77,14.3,13950984149.0,616305374.87,15623840,
SZ002191,SZ002191,劲嘉股份,4.21,-4.32,4.99,3.35,6111988891.0,102536893.7,24065617,
SZ002192,SZ002192,融捷股份,58.96,-10.0,68.88,24.6395,15309270769.0,489658072.95,8294100,86.766
SZ002193,SZ002193,如意集团,5.68,-6.43,10.52,4.25,1486544324.0,61943620.68,10657501,
SZ002194,SZ002194,武汉凡谷,11.61,-4.68,17.6457,8.6786,7932948208.0,231838055.96,19659342,
SZ002195,SZ002195,岩山科技,6.78,-4.37,9.38,3.08,38446360839.0,1548372217.26,224633068,222.654
SZ002196,SZ002196,方正电机,13.19,-0.08,17.5,4.83,6540550757.0,1395768657.09,104725684,
SZ002197,SZ002197,ST证通,9.45,-5.03,11.1,3.62,5805729670.0,210977604.6,22017168,
SZ002198,SZ002198,嘉应制药,6.7,-4.29,9.3,5.66,3400315982.0,189631271.0,27694500,86.013
SZ002199,SZ002199,*ST东晶,8.76,-2.12,13.38,4.5,2132555100.0,26197503.0,2996600,
SZ002200,SZ002200,*ST交投,7.91,-5.04,9.21,4.93,1456491160.0,41465828.24,5208672,
SZ002201,SZ002201,九鼎新材,8.07,-3.58,9.99,4.5016,5258704465.0,237922669.32,29305127,67.329
SZ002202,SZ002202,金风科技,14.28,-3.25,18.5,7.5354,60333965999.0,1105389869.63,76369489,22.744
SZ002203,SZ002203,海亮股份,11.59,0.7,13.7971,8.2255,26561443626.0,668195858.27,56289535,35.459
SZ002204,SZ002204,大连重工,6.59,-3.37,8.5,4.5327,12727728511.0,430891712.87,64762560,21.479
SZ002205,SZ002205,国统股份,16.8,-2.44,18.94,7.45,3122166230.0,787988930.27,43764308,
SZ002206,SZ002206,海利得,5.46,-5.86,6.69,3.63,6345651421.0,169807525.64,30450236,11.994
SZ002207,SZ002207,准油股份,7.96,-8.29,11.05,4.42,2085960809.0,227682174.0,27709600,
SZ002208,SZ002208,合肥城建,12.4,-10.01,15.44,5.43,9960819486.0,1062791372.04,83973055,
SZ002209,SZ002209,达意隆,14.3,-2.59,20.38,8.1343,2846115415.0,148374962.08,10366600,21.711
SZ002210,SZ002210,飞马国际,3.85,-4.47,4.77,2.0,10245746180.0,630894151.28,161442732,1104.79
SZ002211,SZ002211,ST宏达,3.49,-4.9,5.9,2.34,1509340469.0,34679497.0,9719700,
SZ002212,SZ002212,天融信,8.83,-4.85,13.62,5.4457,10414577752.0,397858490.31,44208047,618.841
SZ002213,SZ002213,大为股份,32.98,-9.99,36.64,10.7842,7830867502.0,1870034086.0,55533200,
SZ002214,SZ002214,*ST大立,15.89,-3.11,16.49,7.62,9521890787.0,74605586.6,4664240,
SZ002215,SZ002215,诺普信,11.28,-2.0,13.75,7.9351,11338557977.0,188553181.3,16439896,16.86
SZ002216,SZ002216,三全食品,11.42,-2.14,13.553,9.9772,10040281828.0,107938450.55,9337125,18.467
SZ002217,SZ002217,合力泰,3.08,-2.84,4.33,1.87,23036548698.0,501757336.2,159656602,8.33
SZ002218,SZ002218,拓日新能,3.8,-6.4,5.06,2.7127,5369478086.0,442741321.2,112680525,
SZ002219,SZ002219,新里程,2.23,-3.46,3.3,2.03,7553861309.0,193500540.0,85383484,385.777
SZ002221,SZ002221,东华能源,7.93,-3.53,10.79,7.34,12498693192.0,137318126.0,17079800,32.219
SZ002222,SZ002222,福晶科技,40.8,-3.18,55.52,27.7165,19186200000.0,382579917.04,9222917,71.387
SZ002223,SZ002223,鱼跃医疗,35.15,-1.04,41.7148,31.9129,35237064054.0,383229824.24,10786953,20.249
SZ002224,SZ002224,三力士,4.33,-5.25,5.2,3.7367,3906163683.0,124342800.68,28133502,399.461
SZ002225,SZ002225,濮耐股份,5.66,-5.51,7.71,3.9088,6561293572.0,190165916.61,33047373,61.309
SZ002226,SZ002226,江南化工,6.08,-3.65,7.61,4.9322,16105450958.0,192524764.42,31271820,19.992
SZ002227,SZ002227,奥特迅,12.76,-4.06,17.0,9.11,3162006729.0,154556981.26,11926722,
SZ002228,SZ002228,合兴包装,4.03,0.0,4.49,2.5439,4889944085.0,720253122.35,172523286,44.966
SZ002229,SZ002229,鸿博股份,14.88,-5.34,24.0,8.94,7383329341.0,437595154.82,28894556,
SZ002230,SZ002230,科大讯飞,49.2,-1.8,60.99,41.1129,113735274985.0,1859923803.89,37714069,135.853
SZ002231,SZ002231,*ST奥维,3.13,-0.63,8.33,2.76,1085640553.0,32498625.0,10339000,
SZ002232,SZ002232,启明信息,18.25,-2.61,28.16,14.0224,7456009304.0,123799328.2,6731483,787.908
SZ002233,SZ002233,塔牌集团,8.41,-2.66,9.47,6.7143,10027032885.0,85658798.0,10084300,13.467
SZ002234,SZ002234,民和股份,8.92,-3.98,11.27,7.76,3112725091.0,68887506.0,7592900,
SZ002235,SZ002235,安妮股份,8.62,1.29,11.66,4.12,4995913088.0,1820771122.82,209535071,2401.297
SZ002236,SZ002236,大华股份,18.4,-3.06,21.96,13.7958,60476302562.0,815604419.58,43902259,15.522
SZ002237,SZ002237,恒邦股份,12.48,-4.73,16.41,9.1365,17215211732.0,448563192.89,35369663,27.164
SZ002238,SZ002238,天威视讯,8.09,-1.46,11.0778,6.8018,6492703604.0,70450878.4,8684644,
SZ002239,SZ002239,奥特佳,2.99,-4.47,4.1755,2.3575,9933776699.0,294131122.25,96405000,78.568
SZ002240,SZ002240,盛新锂能,36.63,-10.0,41.93,10.62,33527214531.0,379032588.0,10347600,
SZ002241,SZ002241,歌尔股份,27.42,-3.11,40.4774,16.9065,97221584035.0,1967486010.45,71031706,33.441
SZ002242,SZ002242,九阳股份,10.27,-4.29,12.65,8.5573,7836184590.0,264472970.33,25289002,52.993
SZ002243,SZ002243,力合科创,8.93,-1.87,9.97,6.9087,10810695676.0,188915436.58,21004548,47.472
SZ002244,SZ002244,滨江集团,10.35,-2.63,12.8,7.9914,32203444262.0,882885052.21,83337031,9.738
SZ002245,SZ002245,蔚蓝锂芯,15.71,-5.48,22.24,9.8899,18126363536.0,780586897.55,48889391,25.207
SZ002246,SZ002246,北化股份,19.75,-2.28,23.68,8.5882,10843437182.0,1406160910.29,69072168,52.483
SZ002247,SZ002247,聚力文化,2.89,-5.86,3.38,1.93,2459014442.0,93351083.0,31603400,62.04
SZ002248,SZ002248,华东数控,11.08,-4.07,14.56,6.25,3407051248.0,208571380.6,18524820,151.815
SZ002249,SZ002249,大洋电机,9.81,-3.35,13.45,5.0991,23960159643.0,1010692885.34,101984582,22.571
SZ002250,SZ002250,联化科技,11.84,-9.96,16.21,5.0107,10654498889.0,1042155485.14,84620886,27.57
SZ002251,SZ002251,步步高,5.21,-3.7,7.6,3.52,14008125380.0,793679137.75,148983549,
SZ002252,SZ002252,上海莱士,6.61,-1.2,7.7332,6.4692,43877079773.0,317506602.26,47898533,24.026
SZ002253,SZ002253,*ST智胜,9.33,-2.41,18.74,7.74,2105091466.0,68857454.45,7194801,
SZ002254,SZ002254,泰和新材,9.79,-5.04,12.6493,8.4594,8392117062.0,225881845.29,22763074,
SZ002255,SZ002255,海陆重工,12.46,-7.01,15.66,5.2395,10352777945.0,2318095143.18,178459423,22.705
SZ002256,SZ002256,兆新股份,3.36,-6.15,4.37,1.83,6699654454.0,411324648.9,119872670,
SZ002258,SZ002258,利尔化学,13.05,-3.48,13.9,7.4496,10445705825.0,355649150.8,27034200,22.477
SZ002259,SZ002259,升达林业,3.84,-3.76,5.38,2.04,2888940545.0,52843642.0,13465400,55.661
SZ002261,SZ002261,拓维信息,32.22,-5.26,45.43,16.28,40591770092.0,1962501011.34,59403889,
SZ002262,SZ002262,恩华药业,23.69,-2.31,29.3,20.0295,24063984151.0,170945907.27,7178757,19.572
SZ002263,SZ002263,大东南,3.34,-8.74,4.85,2.02,6273722734.0,435491216.62,126925889,123.432
SZ002264,SZ002264,新华都,8.11,10.04,8.3732,4.9805,5837669643.0,433414510.11,53760201,23.56
