symbol,code,name,current,chg,percent,last_close,open,high,low,volume,amount,marketcapital,pe_ttm,high52w,low52w,hasexist,stock_type,crawl_time
SH601366,SH601366,利群股份,4.51,-0.2,-4.25,4.71,4.67,4.72,4.51,20706110,95125924.0,4121837573.0,271.896,6.1744,4.2723,false,sha,2025-11-22 12:31:57
SH601368,SH601368,绿城水务,5.03,-0.19,-3.64,5.22,5.19,5.25,5.02,9240200,47236356.0,4441354577.0,49.775,5.4,4.3427,false,sha,2025-11-22 12:31:57
SH601369,SH601369,陕鼓动力,8.79,-0.3,-3.3,9.09,9.03,9.14,8.77,16071076,143133015.0,15149340785.0,15.258,9.72,7.2796,false,sha,2025-11-22 12:31:57
SH601375,SH601375,中原证券,4.25,-0.21,-4.71,4.46,4.41,4.44,4.25,58506384,253293741.0,19732259975.0,41.794,4.8915,3.6003,false,sha,2025-11-22 12:31:57
SH601377,SH601377,兴业证券,6.55,-0.35,-5.07,6.9,6.84,6.89,6.54,160655797,1069750676.0,56565716776.0,16.81,7.19,5.2816,false,sha,2025-11-22 12:31:57
SH601388,SH601388,怡球资源,2.85,-0.24,-7.77,3.09,3.09,3.09,2.84,95628785,279185060.0,6273484456.0,161.734,3.45,2.06,false,sha,2025-11-22 12:31:57
SH601390,SH601390,中国中铁,5.43,-0.12,-2.16,5.55,5.52,5.53,5.42,158917426,868453355.0,134343678430.0,5.416,6.5899,5.0005,false,sha,2025-11-22 12:31:57
SH601398,SH601398,工商银行,8.25,-0.02,-0.24,8.27,8.28,8.38,8.22,464444666,3850244346.0,2940351620984.0,8.017,8.4,5.7998,false,sha,2025-11-22 12:31:57
SH601399,SH601399,国机重装,3.27,-0.09,-2.68,0.0,0.0,0.0,0.0,102694160,338517240.0,23588327760.0,51.977,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601456,SH601456,国联民生,10.11,-0.25,-2.41,0.0,0.0,0.0,0.0,35208979,358530630.0,57430793269.0,32.552,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601500,SH601500,通用股份,4.22,-0.2,-4.52,4.42,4.41,4.41,4.21,36216784,155309434.0,6706912402.0,64.401,6.17,4.08,false,sha,2025-11-22 12:31:57
SH601512,SH601512,中新集团,8.84,-0.28,-3.07,0.0,0.0,0.0,0.0,5837300,52389540.0,13250187600.0,16.671,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601515,SH601515,衢州东峰,4.49,-0.18,-3.85,4.67,4.67,4.67,4.47,35397487,160760588.0,8412850535.0,0.0,5.35,2.7,false,sha,2025-11-22 12:31:57
SH601518,SH601518,吉林高速,2.88,-0.09,-3.03,2.97,2.95,2.99,2.86,21699380,63338183.0,5444793127.0,9.992,3.18,2.4515,false,sha,2025-11-22 12:31:57
SH601519,SH601519,大智慧,12.46,-0.33,-2.58,12.79,12.51,12.89,12.44,29246796,369107560.0,24784933600.0,0.0,18.94,7.95,false,sha,2025-11-22 12:31:57
SH601528,SH601528,瑞丰银行,5.5,-0.14,-2.48,0.0,0.0,0.0,0.0,17911854,100011744.0,10791887673.0,5.38,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601555,SH601555,东吴证券,8.99,-0.29,-3.13,9.28,9.21,9.27,8.96,76576944,694838041.0,44668638505.0,12.875,10.5407,6.7159,false,sha,2025-11-22 12:31:57
SH601566,SH601566,九牧王,16.57,-1.84,-9.99,18.41,16.57,16.74,16.57,10630393,176152701.0,9521737576.0,27.104,18.41,6.8603,false,sha,2025-11-22 12:31:57
SH601567,SH601567,三星医疗,23.37,-0.82,-3.39,24.19,24.0,24.14,23.3,20706485,489683586.0,32839743678.0,16.656,32.1391,20.1317,false,sha,2025-11-22 12:31:57
SH601568,SH601568,北元集团,3.91,-0.15,-3.69,0.0,0.0,0.0,0.0,37308084,148156622.0,15531388896.0,75.84,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601577,SH601577,长沙银行,9.7,-0.13,-1.32,9.83,9.83,9.88,9.67,21430187,209954725.0,39009071414.0,4.759,10.453,7.5805,false,sha,2025-11-22 12:31:57
SH601579,SH601579,会稽山,20.94,-1.33,-5.97,22.27,22.1,22.83,20.9,16913222,367505123.0,10039963784.0,50.244,27.49,9.7432,false,sha,2025-11-22 12:31:57
SH601588,SH601588,北辰实业,1.88,-0.06,-3.09,1.94,1.91,1.95,1.86,65593401,124196305.0,6329997600.0,0.0,2.45,1.49,false,sha,2025-11-22 12:31:57
SH601595,SH601595,上海电影,30.79,-0.11,-0.36,30.9,31.07,32.42,30.62,16953922,531222003.0,13800078000.0,113.058,39.9216,22.192,false,sha,2025-11-22 12:31:57
SH601598,SH601598,中国外运,6.09,-0.07,-1.14,6.16,6.14,6.18,6.09,14959922,91673530.0,43723969872.0,11.593,7.7692,4.395,false,sha,2025-11-22 12:31:57
SH601599,SH601599,浙文影业,3.71,-0.09,-2.37,3.8,3.78,3.84,3.66,27760600,103752566.0,4305612501.0,35.74,4.64,2.98,false,sha,2025-11-22 12:31:57
SH601600,SH601600,中国铝业,10.52,-0.52,-4.71,11.04,10.72,10.91,10.5,370727747,3958355755.0,180477249461.0,12.655,12.3,5.7707,false,sha,2025-11-22 12:31:57
SH601601,SH601601,中国太保,34.63,-0.91,-2.56,35.54,35.39,35.57,34.6,29425400,1029011243.0,333152424587.0,6.364,42.23,27.8789,false,sha,2025-11-22 12:31:57
SH601606,SH601606,长城军工,52.21,0.21,0.4,52.0,51.0,55.0,48.64,86007235,4466631314.0,37811964764.0,0.0,77.07,10.68,false,sha,2025-11-22 12:31:57
SH601607,SH601607,上海医药,17.72,-0.2,-1.12,17.92,17.88,17.91,17.71,17293500,307703673.0,65712171255.0,11.64,22.1401,17.0187,false,sha,2025-11-22 12:31:57
SH601608,SH601608,中信重工,6.65,-0.29,-4.18,6.94,6.8,6.88,6.56,80258418,537128246.0,30454030356.0,81.143,8.35,3.7674,false,sha,2025-11-22 12:31:57
SH601609,SH601609,金田股份,9.82,-0.49,-4.75,0.0,0.0,0.0,0.0,31460473,313688168.0,16975227055.0,22.26,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601611,SH601611,中国核建,11.2,-0.48,-4.11,11.68,11.56,11.68,11.18,67573814,768427474.0,33754943174.0,19.676,15.1974,7.7553,false,sha,2025-11-22 12:31:57
SH601615,SH601615,明阳智能,13.06,-0.46,-3.4,13.52,13.39,13.45,12.99,35249001,463597733.0,29665746980.0,97.79,18.69,8.8209,false,sha,2025-11-22 12:31:57
SH601616,SH601616,广电电气,3.82,-0.26,-6.37,4.08,4.06,4.1,3.81,38952200,152480686.0,3261039719.0,170.568,5.1892,3.3514,false,sha,2025-11-22 12:31:57
SH601618,SH601618,中国中冶,3.19,-0.12,-3.63,3.31,3.28,3.29,3.18,203146725,654981684.0,66108345152.0,17.015,4.3,2.6998,false,sha,2025-11-22 12:31:57
SH601619,SH601619,嘉泽新能,4.22,-0.07,-1.63,4.29,4.25,4.29,4.13,59256646,249845072.0,12291408839.0,18.234,6.14,2.9942,false,sha,2025-11-22 12:31:57
SH601628,SH601628,中国人寿,43.48,-0.92,-2.07,44.4,44.42,44.66,43.46,13703529,601784679.0,1228949373400.0,7.22,45.73,33.0484,false,sha,2025-11-22 12:31:57
SH601633,SH601633,长城汽车,21.62,-0.28,-1.28,21.9,21.77,21.85,21.52,16997158,368259535.0,185021192899.0,16.931,27.5598,20.1825,false,sha,2025-11-22 12:31:57
SH601636,SH601636,旗滨集团,5.87,-0.3,-4.86,6.17,6.14,6.17,5.85,47558054,284960575.0,16603892366.0,27.736,7.55,4.8867,false,sha,2025-11-22 12:31:57
SH601658,SH601658,邮储银行,5.81,-0.1,-1.69,0.0,0.0,0.0,0.0,211323605,1243660629.0,697752260789.0,8.0,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601665,SH601665,齐鲁银行,5.96,-0.13,-2.13,0.0,0.0,0.0,0.0,62300600,375446486.0,36676901449.0,6.66,0.0,0.0,false,sha,2025-11-22 12:31:57
SH601666,SH601666,平煤股份,7.8,-0.21,-2.62,8.01,8.01,8.01,7.8,25967369,204321644.0,19261009560.0,32.966,9.9904,7.22,false,sha,2025-11-22 12:31:57
SH601668,SH601668,中国建筑,5.25,-0.08,-1.5,5.33,5.31,5.32,5.25,231646608,1221644790.0,216932049831.0,4.857,6.04,4.7389,false,sha,2025-11-22 12:31:57
SH601669,SH601669,中国电建,5.43,-0.16,-2.86,5.59,5.56,5.56,5.43,181291960,993984377.0,93538045184.0,8.733,7.84,4.2701,false,sha,2025-11-22 12:31:57
SH601677,SH601677,明泰铝业,13.84,-0.64,-4.42,14.48,14.26,14.35,13.82,42220835,591259497.0,17210366998.0,9.882,15.8109,10.5136,false,sha,2025-11-22 12:31:57
SH601678,SH601678,滨化股份,4.29,-0.31,-6.74,4.6,4.59,4.59,4.28,78222336,343072520.0,8823827624.0,39.688,4.84,3.4672,false,sha,2025-11-22 12:31:58
SH601686,SH601686,友发集团,6.17,-0.21,-3.29,0.0,0.0,0.0,0.0,12447802,77729943.0,8948294859.0,10.835,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601688,SH601688,华泰证券,20.64,-0.95,-4.4,21.59,21.33,21.48,20.62,101929263,2137539315.0,186314468543.0,11.972,23.65,14.3527,false,sha,2025-11-22 12:31:58
SH601689,SH601689,拓普集团,60.32,0.5,0.84,59.82,58.3,61.68,58.3,39148480,2362397996.0,104826242186.0,38.354,86.88,41.9711,false,sha,2025-11-22 12:31:58
SH601696,SH601696,中银证券,12.66,-0.55,-4.16,0.0,0.0,0.0,0.0,44981937,579038345.0,35169480000.0,31.976,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601698,SH601698,中国卫通,20.18,-0.54,-2.61,20.72,20.51,20.83,20.07,31353382,637693975.0,85248097614.0,328.672,25.58,17.7712,false,sha,2025-11-22 12:31:58
SH601699,SH601699,潞安环能,13.17,-0.24,-1.79,13.41,13.36,13.36,13.04,32154530,424774779.0,39396859164.0,32.678,16.48,10.2579,false,sha,2025-11-22 12:31:58
SH601700,SH601700,风范股份,4.88,-0.26,-5.06,5.14,5.08,5.2,4.87,33171441,166482939.0,5574163896.0,204.026,5.61,3.884,false,sha,2025-11-22 12:31:58
SH601702,SH601702,华峰铝业,16.89,-0.27,-1.57,0.0,0.0,0.0,0.0,9902400,166813281.0,16865181834.0,13.535,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601717,SH601717,中创智领,22.19,-0.39,-1.73,22.58,22.34,22.34,21.81,28687571,633667859.0,39618024447.0,8.765,27.69,11.3114,false,sha,2025-11-22 12:31:58
SH601718,SH601718,际华集团,3.48,-0.15,-4.13,3.63,3.6,3.62,3.46,66609100,234606373.0,15282870326.0,0.0,5.28,2.39,false,sha,2025-11-22 12:31:58
SH601727,SH601727,上海电气,8.33,-0.34,-3.92,8.67,8.58,8.62,8.32,173843762,1468806500.0,129449213228.0,154.887,11.22,6.46,false,sha,2025-11-22 12:31:58
SH601728,SH601728,中国电信,6.79,-0.05,-0.73,0.0,0.0,0.0,0.0,146388616,995861191.0,621333471766.0,18.017,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601766,SH601766,中国中车,7.34,-0.11,-1.48,7.45,7.41,7.42,7.27,105360043,771448685.0,210649662406.0,13.944,8.239,5.9972,false,sha,2025-11-22 12:31:58
SH601777,SH601777,千里科技,10.88,-0.21,-1.89,11.09,11.1,11.21,10.79,29036056,318886269.0,49189568772.0,922.029,13.86,5.62,false,sha,2025-11-22 12:31:58
SH601778,SH601778,晶科科技,3.35,-0.12,-3.46,0.0,0.0,0.0,0.0,76154486,258434926.0,11962829816.0,25.992,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601788,SH601788,光大证券,17.49,-0.69,-3.8,18.18,18.01,18.14,17.43,41841757,743413030.0,80642675806.0,21.527,22.3764,15.3086,false,sha,2025-11-22 12:31:58
SH601789,SH601789,宁波建工,5.2,-0.23,-4.24,5.43,5.38,5.43,5.2,47758706,253291745.0,5651352668.0,20.841,7.3268,3.8402,false,sha,2025-11-22 12:31:58
SH601798,SH601798,蓝科高新,8.69,-0.42,-4.61,9.11,9.06,9.17,8.65,9010613,79593316.0,3080850041.0,0.0,11.78,5.2,false,sha,2025-11-22 12:31:58
SH601799,SH601799,星宇股份,123.05,0.58,0.47,122.47,121.62,125.0,121.0,2140794,264039805.0,35152852508.0,22.36,146.2764,114.7541,false,sha,2025-11-22 12:31:58
SH601800,SH601800,中国交建,8.5,-0.15,-1.73,8.65,8.61,8.63,8.46,31498074,268836018.0,138368197113.0,6.666,10.7953,8.2375,false,sha,2025-11-22 12:31:58
SH601801,SH601801,皖新传媒,6.57,-0.1,-1.5,6.67,6.66,6.71,6.54,9916700,65544702.0,12863608227.0,15.156,8.0703,6.2276,false,sha,2025-11-22 12:31:58
SH601808,SH601808,中海油服,14.27,-0.23,-1.59,14.5,14.45,14.6,14.24,11071069,159620207.0,68090617840.0,17.452,15.9081,12.2014,false,sha,2025-11-22 12:31:58
SH601811,SH601811,新华文轩,13.83,-0.14,-1.0,13.97,13.96,14.02,13.75,4590414,63772263.0,17064021030.0,10.466,16.6756,13.1237,false,sha,2025-11-22 12:31:58
SH601816,SH601816,京沪高铁,5.11,-0.03,-0.58,0.0,0.0,0.0,0.0,151708539,775991002.0,250010221581.0,19.15,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601818,SH601818,光大银行,3.6,-0.07,-1.91,3.67,3.65,3.68,3.58,465384998,1689904811.0,212707983820.0,5.278,4.4098,3.28,false,sha,2025-11-22 12:31:58
SH601825,SH601825,沪农商行,8.98,-0.08,-0.88,0.0,0.0,0.0,0.0,20439097,184369861.0,86607111116.0,7.001,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601827,SH601827,三峰环境,8.38,-0.25,-2.9,0.0,0.0,0.0,0.0,7358500,62548808.0,14010801054.0,11.101,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601828,SH601828,美凯龙,2.61,-0.12,-4.4,2.73,2.71,2.72,2.61,28418920,75376247.0,11365852277.0,0.0,4.33,2.59,false,sha,2025-11-22 12:31:58
SH601838,SH601838,成都银行,16.72,-0.12,-0.71,16.84,16.8,17.0,16.71,39880781,672357863.0,70866639152.0,5.323,20.0013,14.6384,false,sha,2025-11-22 12:31:58
SH601857,SH601857,中国石油,10.03,-0.09,-0.89,10.12,10.11,10.21,10.0,221694991,2238852106.0,1835700407515.0,11.606,10.44,6.944,false,sha,2025-11-22 12:31:58
SH601858,SH601858,中国科传,18.37,-0.25,-1.34,18.62,18.3,18.77,18.22,4664613,86092810.0,14521485000.0,27.639,25.2364,16.2981,false,sha,2025-11-22 12:31:58
SH601860,SH601860,紫金银行,2.77,-0.11,-3.82,2.88,2.86,2.88,2.77,85730710,241778454.0,10140934658.0,6.869,3.34,2.5264,false,sha,2025-11-22 12:31:58
SH601865,SH601865,福莱特,16.27,-0.97,-5.63,17.24,17.0,17.19,16.24,21015802,348784744.0,38118660236.0,109.375,27.9129,13.85,false,sha,2025-11-22 12:31:58
SH601866,SH601866,中远海发,2.52,-0.09,-3.45,2.61,2.59,2.6,2.51,128523431,328696967.0,33258092666.0,19.613,2.824,2.0762,false,sha,2025-11-22 12:31:58
SH601868,SH601868,中国能建,2.35,-0.05,-2.08,0.0,0.0,0.0,0.0,398516005,944504941.0,97974234545.0,12.327,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601869,SH601869,长飞光纤,72.84,-5.57,-7.1,78.41,74.0,74.94,72.28,10848815,797925562.0,55205808067.0,96.409,120.62,26.4005,false,sha,2025-11-22 12:31:58
SH601872,SH601872,招商轮船,8.77,-0.2,-2.23,8.97,9.0,9.27,8.76,89276068,800533244.0,70813702663.0,14.055,9.55,5.5596,false,sha,2025-11-22 12:31:58
SH601877,SH601877,正泰电器,27.55,-1.38,-4.77,28.93,28.44,28.65,27.45,42656995,1190923046.0,59204095289.0,12.995,35.81,20.093,false,sha,2025-11-22 12:31:58
SH601878,SH601878,浙商证券,10.91,-0.36,-3.19,11.27,11.14,11.25,10.91,48363263,534327075.0,49900121331.0,19.5,13.2834,9.9388,false,sha,2025-11-22 12:31:58
SH601880,SH601880,辽港股份,1.63,-0.05,-2.98,1.68,1.67,1.68,1.63,161270678,266388242.0,38421980557.0,25.637,1.94,1.3594,false,sha,2025-11-22 12:31:58
SH601881,SH601881,中国银河,15.88,-0.59,-3.58,16.47,16.25,16.37,15.8,53160533,854623616.0,173638307825.0,12.371,19.127,12.886,false,sha,2025-11-22 12:31:58
SH601882,SH601882,海天精工,18.97,-0.26,-1.35,19.23,19.17,19.27,18.73,3236969,61528686.0,9902340000.0,21.677,24.6786,17.172,false,sha,2025-11-22 12:31:58
SH601886,SH601886,江河集团,8.06,-0.09,-1.1,8.15,8.11,8.29,8.0,9994842,81124922.0,9131996604.0,13.789,8.5,4.5133,false,sha,2025-11-22 12:31:58
SH601888,SH601888,中国中免,79.05,-2.68,-3.28,81.73,80.54,82.48,79.05,45408838,3656913062.0,163543307428.0,48.104,93.8,53.8046,false,sha,2025-11-22 12:31:58
SH601890,SH601890,亚星锚链,10.95,0.36,3.4,10.59,10.35,11.32,10.35,199982296,2169032085.0,10505430000.0,35.011,12.15,7.0798,false,sha,2025-11-22 12:31:58
SH601898,SH601898,中煤能源,13.9,-0.27,-1.91,14.17,14.05,14.3,13.85,29218896,410492714.0,184295421260.0,10.719,15.35,9.1031,false,sha,2025-11-22 12:31:58
SH601899,SH601899,紫金矿业,28.14,-0.83,-2.87,28.97,28.47,28.86,28.0,188729249,5347653775.0,747892069588.0,16.417,32.65,14.6718,false,sha,2025-11-22 12:31:58
SH601900,SH601900,南方传媒,13.79,-0.1,-0.72,13.89,13.8,14.03,13.76,7555400,104812861.0,12162367596.0,10.752,17.3212,12.45,false,sha,2025-11-22 12:31:58
SH601901,SH601901,方正证券,7.8,-0.31,-3.82,8.11,8.04,8.09,7.8,117719699,934753785.0,64210390881.0,15.889,9.2146,6.8198,false,sha,2025-11-22 12:31:58
SH601908,SH601908,京运通,3.71,-0.33,-8.17,4.04,4.0,4.0,3.68,115416876,438268847.0,8958176614.0,0.0,5.0,2.23,false,sha,2025-11-22 12:31:58
SH601916,SH601916,浙商银行,3.1,-0.06,-1.9,3.16,3.16,3.18,3.1,247667858,777903877.0,85140371485.0,6.104,3.84,2.6526,false,sha,2025-11-22 12:31:58
SH601918,SH601918,新集能源,6.93,-0.15,-2.12,7.08,7.06,7.1,6.92,39155800,273294632.0,17952454674.0,8.778,7.8741,6.03,false,sha,2025-11-22 12:31:58
SH601919,SH601919,中远海控,14.97,-0.11,-0.73,15.08,15.02,15.13,14.92,84227499,1263946219.0,231881628443.0,6.095,16.0979,11.4856,false,sha,2025-11-22 12:31:58
SH601921,SH601921,浙版传媒,7.81,-0.12,-1.51,0.0,0.0,0.0,0.0,12742200,100234331.0,17355555562.0,13.532,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601928,SH601928,凤凰传媒,10.1,-0.06,-0.59,10.16,10.12,10.16,10.03,15729868,158806108.0,25703490000.0,13.145,11.6593,9.6011,false,sha,2025-11-22 12:31:58
SH601929,SH601929,吉视传媒,3.71,-0.01,-0.27,3.72,3.68,3.95,3.66,437182518,1656441872.0,12947114103.0,0.0,6.5,1.5,false,sha,2025-11-22 12:31:58
SH601933,SH601933,永辉超市,4.01,-0.17,-4.07,4.18,4.11,4.16,3.99,155110144,627129029.0,36390898342.0,0.0,7.87,3.99,false,sha,2025-11-22 12:31:58
SH601939,SH601939,建设银行,9.79,-0.03,-0.31,9.82,9.79,9.9,9.72,180011031,1765599903.0,2561067734484.0,7.596,10.03,7.4848,false,sha,2025-11-22 12:31:58
SH601949,SH601949,中国出版,6.61,-0.06,-0.9,6.67,6.66,6.73,6.56,11198500,74330001.0,12585228837.0,22.114,9.359,6.0094,false,sha,2025-11-22 12:31:58
SH601952,SH601952,苏垦农发,9.32,-0.1,-1.06,9.42,9.43,9.58,9.32,16150014,152963452.0,12842960000.0,22.227,12.1425,8.7372,false,sha,2025-11-22 12:31:58
SH601956,SH601956,东贝集团,6.9,-0.27,-3.77,0.0,0.0,0.0,0.0,15794520,110423013.0,4289154471.0,33.47,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601958,SH601958,金钼股份,13.58,-0.76,-5.3,14.34,14.23,14.25,13.5,30474136,420063291.0,43817287752.0,14.254,17.95,8.8782,false,sha,2025-11-22 12:31:58
SH601963,SH601963,重庆银行,11.12,-0.18,-1.59,0.0,0.0,0.0,0.0,11788349,132582166.0,38637399845.0,6.939,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601965,SH601965,中国汽研,16.79,-0.06,-0.36,16.85,16.77,16.95,16.73,4559550,76842779.0,16841291553.0,18.401,20.88,15.884,false,sha,2025-11-22 12:31:58
SH601966,SH601966,玲珑轮胎,14.78,-0.44,-2.89,15.22,15.18,15.22,14.78,25342076,378897234.0,21630569655.0,17.908,19.4438,13.9492,false,sha,2025-11-22 12:31:58
SH601968,SH601968,宝钢包装,5.0,-0.32,-6.02,5.32,5.29,5.29,5.0,19542268,99928383.0,6378897300.0,33.368,5.8,4.1327,false,sha,2025-11-22 12:31:58
SH601969,SH601969,海南矿业,11.91,-1.32,-9.98,13.23,12.31,12.73,11.91,67438267,822379942.0,23799136669.0,50.382,14.3,6.2954,false,sha,2025-11-22 12:31:58
SH601975,SH601975,招商南油,3.16,-0.07,-2.17,3.23,3.22,3.25,3.15,133127783,425474882.0,15173865428.0,12.517,3.49,2.61,false,sha,2025-11-22 12:31:58
SH601985,SH601985,中国核电,8.66,-0.09,-1.03,8.75,8.73,8.73,8.63,93749217,812998492.0,178118897961.0,22.701,10.399,8.37,false,sha,2025-11-22 12:31:58
SH601988,SH601988,中国银行,6.29,0.05,0.8,6.24,6.23,6.39,6.23,680700731,4294459516.0,2026716070310.0,8.454,6.39,4.6695,false,sha,2025-11-22 12:31:58
SH601990,SH601990,南京证券,8.11,-0.33,-3.91,8.44,8.38,8.43,8.1,38369594,315456772.0,29896387986.0,24.531,9.7864,7.3152,false,sha,2025-11-22 12:31:58
SH601991,SH601991,大唐发电,3.47,-0.1,-2.8,3.57,3.55,3.55,3.47,112725344,394679787.0,64218285449.0,9.462,4.0657,2.5337,false,sha,2025-11-22 12:31:58
SH601992,SH601992,金隅集团,1.67,-0.06,-3.47,1.73,1.72,1.75,1.67,108942267,186228426.0,17831877794.0,0.0,2.1317,1.405,false,sha,2025-11-22 12:31:58
SH601995,SH601995,中金公司,34.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,168422992125.0,17.912,0.0,0.0,false,sha,2025-11-22 12:31:58
SH601996,SH601996,丰林集团,2.42,-0.16,-6.2,2.58,2.56,2.64,2.41,54874500,137236886.0,2712612887.0,0.0,2.85,1.72,false,sha,2025-11-22 12:31:58
SH601997,SH601997,贵阳银行,5.98,-0.18,-2.92,6.16,6.15,6.17,5.98,55787420,338108456.0,21864064494.0,4.28,7.18,5.2212,false,sha,2025-11-22 12:31:58
SH601998,SH601998,XD中信银,7.92,-0.04,-0.5,7.96,7.96,8.07,7.9,68067229,542367978.0,440709685131.0,6.283,8.6905,6.113,false,sha,2025-11-22 12:31:58
SH601999,SH601999,出版传媒,7.15,-0.16,-2.19,7.31,7.23,7.44,7.07,7809200,56446224.0,3939040105.0,29.117,8.4007,5.1674,false,sha,2025-11-22 12:31:58
SH603000,SH603000,人民网,19.3,-0.17,-0.87,19.47,19.28,19.62,19.15,9583497,185513699.0,21339837381.0,114.292,26.517,17.9132,false,sha,2025-11-22 12:31:58
SH603001,SH603001,奥康国际,8.42,-0.44,-4.97,8.86,8.85,8.98,8.31,7754812,66036849.0,3376251600.0,0.0,10.63,4.3113,false,sha,2025-11-22 12:31:58
SH603002,SH603002,宏昌电子,7.01,-0.78,-10.01,7.79,7.3,7.45,7.01,94044774,677307658.0,7949890348.0,207.0,9.03,4.4445,false,sha,2025-11-22 12:31:58
SH603004,SH603004,鼎龙科技,22.4,-1.62,-6.74,0.0,0.0,0.0,0.0,5416543,124474291.0,5275648000.0,29.656,0.0,0.0,false,sha,2025-11-22 12:31:58
SH603005,SH603005,晶方科技,26.14,-0.74,-2.75,26.88,26.6,26.85,26.02,18951284,500120126.0,17047768395.0,49.841,38.0848,23.7482,false,sha,2025-11-22 12:31:58
SH603006,SH603006,联明股份,12.94,-0.69,-5.06,13.63,13.56,13.69,12.85,4691900,61610006.0,3290049995.0,44.489,16.5886,8.4757,false,sha,2025-11-22 12:31:58
SH603007,SH603007,*ST花王,5.2,-0.1,-1.89,5.3,5.29,5.32,5.07,16487942,85288454.0,4559859725.0,0.0,13.4,4.15,false,sha,2025-11-22 12:31:58
SH603008,SH603008,喜临门,18.73,-0.45,-2.35,19.18,19.16,19.16,18.48,11687145,219147600.0,6898117308.0,19.906,19.68,13.9107,false,sha,2025-11-22 12:31:58
SH603009,SH603009,北特科技,39.88,-0.52,-1.29,40.4,40.0,41.09,39.48,7969950,319495037.0,13500423580.0,130.696,60.98,30.4921,false,sha,2025-11-22 12:31:58
SH603010,SH603010,万盛股份,10.69,-0.91,-7.84,11.6,11.36,11.5,10.53,19383914,212976235.0,6302595159.0,181.77,13.95,8.5805,false,sha,2025-11-22 12:31:58
SH603011,SH603011,合锻智能,19.25,-0.93,-4.61,20.18,19.9,19.96,19.22,30158072,588328309.0,9517477912.0,0.0,28.78,6.19,false,sha,2025-11-22 12:31:58
SH603012,SH603012,创力集团,5.75,-0.27,-4.49,6.02,6.0,6.03,5.73,18454796,107321625.0,3717375000.0,23.33,7.229,4.5771,false,sha,2025-11-22 12:31:59
SH603013,SH603013,亚普股份,20.65,-0.46,-2.18,21.11,21.19,21.24,20.6,3953500,82370715.0,10585174802.0,19.48,30.2264,13.0874,false,sha,2025-11-22 12:31:59
SH603014,SH603014,威高血净,39.84,-0.42,-1.04,0.0,0.0,0.0,0.0,2764813,111132904.0,16643321989.0,35.084,0.0,0.0,false,sha,2025-11-22 12:31:59
SH603015,SH603015,弘讯科技,10.9,-0.85,-7.23,11.75,11.55,11.73,10.8,15003050,166320689.0,4405987100.0,94.907,15.8583,8.7161,false,sha,2025-11-22 12:31:59
SH603016,SH603016,新宏泰,24.74,-0.48,-1.9,25.22,25.1,25.65,24.6,1775700,44376626.0,3665478400.0,55.317,44.2792,21.7165,false,sha,2025-11-22 12:31:59
SH603017,SH603017,中衡设计,9.75,-0.27,-2.69,10.02,9.97,10.26,9.66,9863300,97996782.0,2692855357.0,66.135,12.2277,6.9971,false,sha,2025-11-22 12:31:59
SH603018,SH603018,华设集团,7.36,-0.31,-4.04,7.67,7.59,7.65,7.36,8988735,67276406.0,5032741526.0,14.968,10.1308,6.9514,false,sha,2025-11-22 12:31:59
SH603019,SH603019,中科曙光,95.77,-4.19,-4.19,99.96,97.98,98.8,95.67,32567653,3152797040.0,140122598634.0,66.48,128.12,58.4464,false,sha,2025-11-22 12:31:59
SH603020,SH603020,爱普股份,9.97,-0.49,-4.68,10.46,10.36,10.43,9.96,6911201,69993425.0,3820880607.0,20.964,12.2,7.0139,false,sha,2025-11-22 12:31:59
SH603021,SH603021,ST华鹏,5.09,-0.23,-4.32,5.32,5.27,5.44,5.08,7921040,41270863.0,1628535676.0,0.0,7.22,2.86,false,sha,2025-11-22 12:31:59
SH603022,SH603022,新通联,9.97,-0.6,-5.68,10.57,10.46,10.7,9.92,6848064,69819770.0,1994000000.0,38.011,15.03,6.4823,false,sha,2025-11-22 12:31:59
SH603023,SH603023,威帝股份,4.01,-0.22,-5.2,4.23,4.2,4.26,3.99,17536182,71732042.0,2238050802.0,1011.321,5.03,2.47,false,sha,2025-11-22 12:31:59
