symbol,code,name,current,chg,percent,last_close,open,high,low,volume,amount,marketcapital,pe_ttm,high52w,low52w,hasexist,stock_type,crawl_time
SZ002521,SZ002521,齐峰新材,8.71,-0.17,-1.91,8.88,8.84,8.9,8.68,4431800,38900580.0,4878131746.0,45.061,11.2127,7.6668,false,sza,2025-11-22 12:32:11
SZ002522,SZ002522,浙江众成,5.0,-0.28,-5.3,5.28,5.22,5.26,5.0,40514762,206590171.69,4528896935.0,58.612,6.8752,3.4724,false,sza,2025-11-22 12:32:11
SZ002523,SZ002523,天桥起重,3.95,-0.18,-4.36,4.13,4.08,4.14,3.9,51682979,206416811.14,5595731160.0,46.501,4.9598,2.7488,false,sza,2025-11-22 12:32:11
SZ002524,SZ002524,光正眼科,4.34,-0.34,-7.26,4.68,4.62,4.73,4.33,19440356,86394700.76,2250147101.0,0.0,5.02,3.23,false,sza,2025-11-22 12:32:11
SZ002526,SZ002526,山东矿机,3.61,-0.14,-3.73,3.75,3.72,3.74,3.6,42543853,155425157.73,6435885748.0,56.677,5.7949,2.6331,false,sza,2025-11-22 12:32:11
SZ002527,SZ002527,新时达,15.96,-0.39,-2.39,16.35,16.19,16.35,15.9,11008372,177132624.91,10582458204.0,0.0,21.86,7.78,false,sza,2025-11-22 12:32:11
SZ002528,SZ002528,ST英飞拓,3.03,-0.13,-4.11,3.16,3.12,3.18,3.02,20045146,61858776.52,3631985498.0,0.0,3.46,2.01,false,sza,2025-11-22 12:32:11
SZ002529,SZ002529,*ST海源,7.13,-0.32,-4.3,7.45,7.43,7.46,7.08,7358284,53117040.38,1853800000.0,0.0,10.5,4.85,false,sza,2025-11-22 12:32:11
SZ002530,SZ002530,金财互联,9.88,-0.28,-2.76,10.16,10.06,10.2,9.84,24042926,240058392.28,7698477969.0,170.464,14.07,7.54,false,sza,2025-11-22 12:32:11
SZ002531,SZ002531,天顺风能,6.89,-0.24,-3.37,7.13,7.06,7.1,6.88,27619200,192690848.9,12380493954.0,0.0,9.7704,6.0816,false,sza,2025-11-22 12:32:11
SZ002532,SZ002532,天山铝业,12.5,-0.41,-3.18,12.91,12.6,12.86,12.32,62896580,790752907.99,58148567688.0,12.342,14.69,6.387,false,sza,2025-11-22 12:32:11
SZ002533,SZ002533,金杯电工,11.36,-0.63,-5.25,11.99,11.91,11.93,11.36,21735402,251286552.04,8337570464.0,13.76,14.3,8.0651,false,sza,2025-11-22 12:32:11
SZ002534,SZ002534,西子洁能,14.87,-0.32,-2.11,15.19,15.01,15.45,14.58,14752326,220446651.99,12430356082.0,64.442,19.26,9.71,false,sza,2025-11-22 12:32:11
SZ002535,SZ002535,林州重机,3.9,-0.18,-4.41,4.08,4.05,4.09,3.88,21880320,86542850.7,3126563989.0,119.863,5.4,3.42,false,sza,2025-11-22 12:32:11
SZ002536,SZ002536,飞龙股份,21.07,-1.18,-5.3,22.25,21.75,22.01,21.07,18237552,389995138.55,12110738660.0,34.63,34.3,10.1731,false,sza,2025-11-22 12:32:11
SZ002537,SZ002537,海联金汇,8.04,-0.29,-3.48,8.33,8.2,8.34,8.04,25360268,206601847.93,9439094630.0,45.906,12.27,4.87,false,sza,2025-11-22 12:32:11
SZ002538,SZ002538,司尔特,6.23,-0.36,-5.46,6.59,6.5,6.54,6.2,28555500,181055742.0,5317652403.0,24.541,7.2595,4.6996,false,sza,2025-11-22 12:32:11
SZ002539,SZ002539,云图控股,11.03,-0.89,-7.47,11.92,11.7,11.88,11.0,47583401,537901983.83,13321193095.0,16.442,12.53,6.9579,false,sza,2025-11-22 12:32:11
SZ002540,SZ002540,亚太科技,6.68,-0.47,-6.57,7.15,7.01,7.1,6.65,33304906,226758621.08,8354538472.0,20.529,7.45,5.1942,false,sza,2025-11-22 12:32:11
SZ002541,SZ002541,鸿路钢构,17.08,-0.45,-2.57,17.53,17.41,17.83,17.05,8203980,143398014.0,11785492785.0,19.224,21.0369,14.8433,false,sza,2025-11-22 12:32:11
SZ002542,SZ002542,中化岩土,3.52,-0.15,-4.09,3.67,3.62,3.64,3.51,46028992,163962877.76,6357530918.0,0.0,5.9,2.6,false,sza,2025-11-22 12:32:11
SZ002543,SZ002543,万和电气,10.81,-0.17,-1.55,10.98,10.93,11.11,10.81,4769296,52330067.15,8038316000.0,11.771,14.1662,8.5333,false,sza,2025-11-22 12:32:11
SZ002544,SZ002544,普天科技,25.59,-0.97,-3.65,26.56,26.13,26.54,25.2,15660781,404586769.41,17414862245.0,1658.875,29.58,17.5436,false,sza,2025-11-22 12:32:11
SZ002545,SZ002545,东方铁塔,15.51,-1.03,-6.23,16.54,16.31,16.43,15.29,23181025,365679255.93,19295402907.0,20.837,18.97,6.4637,false,sza,2025-11-22 12:32:11
SZ002546,SZ002546,新联电子,6.56,-0.35,-5.07,6.91,6.85,6.85,6.56,30618200,204123424.0,5471362070.0,7.827,8.23,3.69,false,sza,2025-11-22 12:32:11
SZ002547,SZ002547,春兴精工,4.73,-0.22,-4.44,4.95,4.91,4.95,4.7,49784214,239092196.5,5335710405.0,0.0,7.25,3.27,false,sza,2025-11-22 12:32:11
SZ002548,SZ002548,金新农,4.84,-0.19,-3.78,5.03,5.03,5.08,4.81,33724580,165750653.3,4008360505.0,0.0,5.81,3.65,false,sza,2025-11-22 12:32:11
SZ002549,SZ002549,凯美特气,23.72,1.14,5.05,22.58,21.9,24.84,21.9,165424758,3952944493.32,16493652212.0,274.373,30.0,5.51,false,sza,2025-11-22 12:32:11
SZ002550,SZ002550,千红制药,8.25,-0.28,-3.28,8.53,8.51,8.55,8.23,19956862,166424394.08,10558350000.0,24.573,12.75,5.2318,false,sza,2025-11-22 12:32:11
SZ002551,SZ002551,尚荣医疗,3.71,-0.22,-5.6,3.93,3.9,3.96,3.7,28201383,106747858.86,3136784884.0,0.0,5.49,2.5646,false,sza,2025-11-22 12:32:11
SZ002552,SZ002552,宝鼎科技,15.38,-0.88,-5.41,16.26,16.15,16.23,15.37,6595100,103527951.64,5967214391.0,31.928,18.4706,10.9638,false,sza,2025-11-22 12:32:11
SZ002553,SZ002553,南方精工,26.91,-0.27,-0.99,27.18,26.98,27.88,25.86,14748965,394723285.5,9510253385.0,27.604,36.5,11.5156,false,sza,2025-11-22 12:32:11
SZ002554,SZ002554,惠博普,3.4,-0.24,-6.59,3.64,3.6,3.64,3.37,68826380,237876453.64,4534648245.0,0.0,4.01,2.05,false,sza,2025-11-22 12:32:11
SZ002555,SZ002555,三七互娱,19.88,-0.06,-0.3,19.94,19.6,20.18,19.58,55531992,1103128591.77,43979285098.0,14.095,24.131,12.3633,false,sza,2025-11-22 12:32:11
SZ002556,SZ002556,辉隆股份,5.76,-0.29,-4.79,6.05,6.02,6.05,5.74,26163449,153754736.62,5451944141.0,36.282,7.47,4.7621,false,sza,2025-11-22 12:32:11
SZ002557,SZ002557,洽洽食品,21.96,-0.58,-2.57,22.54,22.44,22.61,21.96,5420861,120677774.76,11108579533.0,28.391,31.7206,20.87,false,sza,2025-11-22 12:32:11
SZ002558,SZ002558,巨人网络,36.0,0.35,0.98,35.65,35.29,37.42,35.2,40778377,1493923668.36,69651021996.0,39.33,47.5043,10.9651,false,sza,2025-11-22 12:32:11
SZ002559,SZ002559,亚威股份,10.11,-0.32,-3.07,10.43,10.32,10.47,10.08,19611850,200632974.0,5558124393.0,73.893,13.0182,7.551,false,sza,2025-11-22 12:32:11
SZ002560,SZ002560,通达股份,7.81,-0.47,-5.68,8.28,8.24,8.27,7.77,25003862,198606179.88,4106018232.0,48.047,10.0,5.06,false,sza,2025-11-22 12:32:11
SZ002561,SZ002561,徐家汇,8.45,-0.4,-4.52,8.85,8.79,8.9,8.43,10953402,94275962.55,3513197350.0,854.815,11.4674,7.2478,false,sza,2025-11-22 12:32:11
SZ002562,SZ002562,兄弟科技,6.45,-0.44,-6.39,6.89,6.81,6.82,6.45,46025200,304129601.0,7371201365.0,67.185,8.36,3.26,false,sza,2025-11-22 12:32:11
SZ002563,SZ002563,森马服饰,5.82,-0.06,-1.02,5.88,5.84,5.93,5.73,43920344,256140452.5,15679604731.0,17.059,6.8567,4.8478,false,sza,2025-11-22 12:32:11
SZ002564,SZ002564,天沃科技,8.35,-0.11,-1.3,8.46,8.38,8.83,8.28,22573804,191776183.52,7171852383.0,94.143,9.84,3.52,false,sza,2025-11-22 12:32:11
SZ002565,SZ002565,顺灏股份,6.91,-0.16,-2.26,7.07,7.06,7.14,6.89,21427168,149974137.78,7324523451.0,129.196,9.08,2.6596,false,sza,2025-11-22 12:32:11
SZ002566,SZ002566,益盛药业,7.82,-0.39,-4.75,8.21,8.21,8.31,7.78,6988100,55642809.0,2588041512.0,64.14,9.14,6.0389,false,sza,2025-11-22 12:32:11
SZ002567,SZ002567,唐人神,4.7,-0.09,-1.88,4.79,4.78,4.81,4.69,44997283,213513641.4,6735341547.0,0.0,5.71,4.66,false,sza,2025-11-22 12:32:11
SZ002568,SZ002568,百润股份,24.1,0.12,0.5,23.98,23.92,24.38,23.47,7793215,186781074.49,25270020176.0,36.404,31.384,22.0579,false,sza,2025-11-22 12:32:11
SZ002569,SZ002569,*ST步森,10.77,-0.34,-3.06,11.11,10.96,11.29,10.68,2590815,28426398.5,1550987700.0,0.0,12.38,6.27,false,sza,2025-11-22 12:32:11
SZ002570,SZ002570,贝因美,6.01,-0.17,-2.75,6.18,6.12,6.21,6.0,38358400,233209497.0,6491060431.0,47.226,8.3,3.74,false,sza,2025-11-22 12:32:11
SZ002571,SZ002571,德力股份,8.26,-0.44,-5.06,8.7,8.62,8.74,8.18,16301700,136935505.0,3237512782.0,0.0,10.07,3.71,false,sza,2025-11-22 12:32:11
SZ002572,SZ002572,索菲亚,13.6,-0.29,-2.09,13.89,13.88,14.02,13.57,17791005,244192474.91,13097441430.0,11.582,18.1857,12.33,false,sza,2025-11-22 12:32:11
SZ002573,SZ002573,清新环境,3.85,-0.23,-5.64,4.08,4.06,4.07,3.83,19083100,75018962.0,5448778254.0,0.0,4.54,3.26,false,sza,2025-11-22 12:32:11
SZ002574,SZ002574,明牌珠宝,5.88,-0.08,-1.34,5.96,5.95,6.03,5.64,14795400,85725088.0,3104640000.0,0.0,9.35,4.09,false,sza,2025-11-22 12:32:11
SZ002575,SZ002575,群兴玩具,5.78,-0.24,-3.99,6.02,5.93,6.03,5.77,25825017,151442268.45,3563370000.0,0.0,13.74,5.77,false,sza,2025-11-22 12:32:11
SZ002576,SZ002576,通达动力,16.3,-0.91,-5.29,17.21,17.05,17.23,16.22,5629150,93315345.0,2691130000.0,31.764,21.59,11.0861,false,sza,2025-11-22 12:32:11
SZ002577,SZ002577,雷柏科技,17.91,-0.61,-3.29,18.52,18.43,18.6,17.79,3044369,55070131.37,5046264288.0,468.633,30.0,14.83,false,sza,2025-11-22 12:32:11
SZ002578,SZ002578,闽发铝业,3.73,-0.4,-9.69,4.13,4.03,4.09,3.73,111830204,433631195.8,3501090583.0,0.0,5.36,2.41,false,sza,2025-11-22 12:32:11
SZ002579,SZ002579,中京电子,10.63,-0.52,-4.66,11.15,11.0,11.09,10.62,17982943,194098856.81,6512135931.0,204.527,16.66,5.9,false,sza,2025-11-22 12:32:11
SZ002580,SZ002580,圣阳股份,12.45,-1.03,-7.64,13.48,13.31,13.35,12.45,23569800,301562488.0,5650668963.0,28.38,18.438,7.5986,false,sza,2025-11-22 12:32:11
SZ002581,SZ002581,ST未名,7.81,-0.27,-3.34,8.08,8.0,8.07,7.68,6025900,47006777.0,5152534927.0,0.0,14.43,5.69,false,sza,2025-11-22 12:32:11
SZ002582,SZ002582,好想你,10.01,-0.34,-3.29,10.35,10.25,10.42,10.0,13293300,134742281.0,4481555989.0,0.0,11.7109,5.5299,false,sza,2025-11-22 12:32:11
SZ002583,SZ002583,海能达,11.48,-0.34,-2.88,11.82,11.61,11.85,11.42,52077185,604673144.82,20877750494.0,0.0,26.36,8.8,false,sza,2025-11-22 12:32:11
SZ002584,SZ002584,西陇科学,8.88,0.11,1.25,8.77,8.65,9.11,8.61,61847325,550929819.09,5196721827.0,0.0,11.68,6.9,false,sza,2025-11-22 12:32:11
SZ002585,SZ002585,双星新材,5.56,-0.4,-6.71,5.96,5.88,5.98,5.56,41830008,237522232.34,6345753723.0,0.0,6.4613,4.1452,false,sza,2025-11-22 12:32:11
SZ002586,SZ002586,*ST围海,4.14,0.01,0.24,4.13,4.12,4.22,4.04,10134652,41771380.28,4737086176.0,0.0,4.8,1.9,false,sza,2025-11-22 12:32:11
SZ002587,SZ002587,奥拓电子,6.34,-0.21,-3.21,6.55,6.48,6.59,6.32,17741250,113974530.5,4130789949.0,0.0,8.4722,4.4554,false,sza,2025-11-22 12:32:11
SZ002588,SZ002588,史丹利,9.4,-0.46,-4.67,9.86,9.78,9.85,9.4,13975300,134256423.42,10827784612.0,11.083,10.55,6.5623,false,sza,2025-11-22 12:32:11
SZ002589,SZ002589,瑞康医药,2.82,-0.15,-5.05,2.97,2.94,2.97,2.82,46000200,132194350.0,4243283528.0,0.0,3.5852,2.5067,false,sza,2025-11-22 12:32:11
SZ002590,SZ002590,万安科技,12.69,-0.33,-2.53,13.02,12.86,13.03,12.61,9561556,122272321.08,6586775933.0,30.671,17.492,9.657,false,sza,2025-11-22 12:32:11
SZ002591,SZ002591,恒大高新,6.56,-0.65,-9.02,7.21,6.96,7.14,6.55,27866824,188611235.2,1969308615.0,0.0,8.21,3.97,false,sza,2025-11-22 12:32:11
SZ002592,SZ002592,ST八菱,7.02,-0.22,-3.04,7.24,7.17,7.19,6.9,6219201,43847628.0,1988984722.0,17.716,8.3333,3.9863,false,sza,2025-11-22 12:32:11
SZ002593,SZ002593,日上集团,5.55,-0.25,-4.31,5.8,5.74,5.92,5.52,76478918,436992047.35,4461412061.0,45.014,9.8924,3.1886,false,sza,2025-11-22 12:32:11
SZ002594,SZ002594,比亚迪,92.7,-0.91,-0.97,93.61,92.49,94.39,91.7,45171313,4182916492.54,845164214276.0,22.039,137.3543,86.3726,false,sza,2025-11-22 12:32:11
SZ002595,SZ002595,豪迈科技,66.95,-0.4,-0.59,67.35,67.0,67.67,66.0,3683916,246801957.24,53560000000.0,22.478,72.47,42.8551,false,sza,2025-11-22 12:32:11
SZ002596,SZ002596,海南瑞泽,5.19,0.29,5.92,4.9,4.83,5.39,4.79,235808609,1225820955.46,5955942888.0,0.0,5.39,2.68,false,sza,2025-11-22 12:32:11
SZ002597,SZ002597,金禾实业,20.03,-0.68,-3.28,20.71,20.51,20.62,20.03,8140000,164954225.0,11383447156.0,21.136,25.935,19.68,false,sza,2025-11-22 12:32:12
SZ002598,SZ002598,山东章鼓,10.81,-0.64,-5.59,11.45,11.38,11.48,10.78,10461500,115245631.14,3373228481.0,106.31,14.9,7.7995,false,sza,2025-11-22 12:32:12
SZ002599,SZ002599,盛通股份,7.88,-0.22,-2.72,8.1,8.04,8.17,7.85,10937584,87288884.44,4197516722.0,0.0,14.5688,6.2566,false,sza,2025-11-22 12:32:12
SZ002600,SZ002600,领益智造,13.0,-0.29,-2.18,13.29,13.09,13.35,12.97,111190205,1457047269.24,94978792701.0,41.574,18.1962,6.1369,false,sza,2025-11-22 12:32:12
SZ002601,SZ002601,龙佰集团,17.52,-0.58,-3.2,18.1,17.99,18.09,17.5,18146665,322081089.92,41772025941.0,32.65,20.58,15.4198,false,sza,2025-11-22 12:32:12
SZ002602,SZ002602,世纪华通,16.53,-0.6,-3.5,17.13,16.7,17.42,16.49,144109402,2423931921.45,122786213941.0,32.591,22.49,4.11,false,sza,2025-11-22 12:32:12
SZ002603,SZ002603,以岭药业,18.07,-0.69,-3.68,18.76,18.5,18.75,18.02,34247056,627224429.43,30189646144.0,0.0,21.58,12.1964,false,sza,2025-11-22 12:32:12
SZ002605,SZ002605,姚记科技,23.67,-0.49,-2.03,24.16,24.0,24.19,23.39,5464600,129531172.0,9885655162.0,19.573,35.0992,23.39,false,sza,2025-11-22 12:32:12
SZ002606,SZ002606,大连电瓷,8.67,-0.48,-5.25,9.15,9.09,9.11,8.63,16647600,146643832.0,3806764817.0,22.268,10.2372,7.3234,false,sza,2025-11-22 12:32:12
SZ002607,SZ002607,中公教育,2.56,-0.11,-4.12,2.67,2.65,2.67,2.55,156430700,406606790.8,15788542436.0,146.883,4.54,2.55,false,sza,2025-11-22 12:32:12
SZ002608,SZ002608,江苏国信,7.73,-0.16,-2.03,7.89,7.85,7.88,7.71,22240559,172992178.89,29204556112.0,8.238,8.7,6.8579,false,sza,2025-11-22 12:32:12
SZ002609,SZ002609,捷顺科技,9.35,-0.14,-1.48,9.49,9.43,9.54,9.22,8304558,77802514.36,6016153163.0,100.317,12.63,7.0049,false,sza,2025-11-22 12:32:12
SZ002611,SZ002611,东方精工,17.2,-0.81,-4.5,18.01,17.6,17.74,17.1,74136072,1289449271.49,20937325048.0,30.748,22.33,8.5697,false,sza,2025-11-22 12:32:12
SZ002612,SZ002612,朗姿股份,20.62,-1.34,-6.1,21.96,21.5,21.89,20.6,32726440,689934147.76,9123223633.0,8.822,23.64,13.3239,false,sza,2025-11-22 12:32:12
SZ002613,SZ002613,北玻股份,3.82,-0.21,-5.21,4.03,4.01,4.04,3.82,27488580,106921050.9,4204172403.0,0.0,4.67,3.2541,false,sza,2025-11-22 12:32:12
SZ002614,SZ002614,奥佳华,7.08,-0.21,-2.88,7.29,7.24,7.32,6.99,17171100,122052767.0,4414242598.0,64.435,8.569,5.23,false,sza,2025-11-22 12:32:12
SZ002615,SZ002615,哈尔斯,7.95,-0.34,-4.1,8.29,8.16,8.33,7.88,13892136,112157875.77,3706828469.0,22.919,11.28,5.7817,false,sza,2025-11-22 12:32:12
SZ002616,SZ002616,长青集团,5.97,-0.22,-3.55,6.19,6.15,6.24,5.97,14531008,88171238.75,5129521717.0,17.368,7.5154,4.1491,false,sza,2025-11-22 12:32:12
SZ002617,SZ002617,露笑科技,8.03,-0.54,-6.3,8.57,8.44,8.52,8.03,79023995,649676128.24,15441737401.0,57.165,11.7,6.0,false,sza,2025-11-22 12:32:12
SZ002620,SZ002620,ST瑞和,6.22,-0.33,-5.04,6.55,6.44,6.48,6.22,8066700,50648061.5,2348012680.0,0.0,7.61,2.8,false,sza,2025-11-22 12:32:12
SZ002622,SZ002622,皓宸医疗,3.22,-0.19,-5.57,3.41,3.38,3.47,3.19,35241956,116046900.32,2704800000.0,0.0,4.5,2.17,false,sza,2025-11-22 12:32:12
SZ002623,SZ002623,亚玛顿,18.39,-0.87,-4.52,19.26,19.07,19.09,17.91,5600600,103135552.52,3660759375.0,0.0,28.93,11.6366,false,sza,2025-11-22 12:32:12
SZ002624,SZ002624,完美世界,14.73,-0.18,-1.21,14.91,14.78,15.08,14.69,28508102,423563382.68,28575734591.0,0.0,20.35,9.0466,false,sza,2025-11-22 12:32:12
SZ002625,SZ002625,光启技术,41.88,-0.12,-0.29,42.0,41.5,42.42,41.2,21778882,914672728.97,90234139661.0,125.193,57.49,32.8,false,sza,2025-11-22 12:32:12
SZ002626,SZ002626,金达威,18.55,-0.8,-4.13,19.35,19.2,19.49,18.53,8054282,151916023.4,11314290002.0,23.469,22.44,12.3653,false,sza,2025-11-22 12:32:12
SZ002627,SZ002627,三峡旅游,6.15,-0.23,-3.61,6.38,6.32,6.39,6.15,12510288,78036346.06,4456298475.0,48.692,7.63,4.4795,false,sza,2025-11-22 12:32:12
SZ002628,SZ002628,成都路桥,4.3,-0.2,-4.44,4.5,4.45,4.51,4.3,20008800,87503536.0,3255531785.0,0.0,6.08,3.32,false,sza,2025-11-22 12:32:12
SZ002629,SZ002629,仁智股份,8.45,-0.6,-6.63,9.05,9.07,9.17,8.45,20918500,182249357.0,3600528100.0,1006.046,10.33,3.01,false,sza,2025-11-22 12:32:12
SZ002630,SZ002630,ST华西,2.71,-0.11,-3.9,2.82,2.78,2.81,2.69,33863328,93284903.28,3199968000.0,0.0,6.0,2.17,false,sza,2025-11-22 12:32:12
SZ002631,SZ002631,德尔未来,5.08,-0.35,-6.45,5.43,5.39,5.46,5.07,21892219,113999114.23,4050197035.0,0.0,6.13,3.74,false,sza,2025-11-22 12:32:12
SZ002632,SZ002632,道明光学,9.55,-0.67,-6.56,10.22,10.07,10.16,9.55,16964604,165974107.52,5964921310.0,29.028,11.75,6.6117,false,sza,2025-11-22 12:32:12
SZ002633,SZ002633,申科股份,16.61,-0.79,-4.54,17.4,17.3,17.48,16.54,3056700,51506716.0,2491500000.0,415.833,19.69,8.48,false,sza,2025-11-22 12:32:12
SZ002634,SZ002634,棒杰股份,5.79,-0.24,-3.98,6.03,6.15,6.47,5.75,27881000,166608718.0,2659651050.0,0.0,6.47,2.66,false,sza,2025-11-22 12:32:12
SZ002635,SZ002635,安洁科技,13.08,-0.53,-3.89,13.61,13.5,13.6,13.06,7619746,101061890.76,8628703030.0,61.186,17.294,11.1943,false,sza,2025-11-22 12:32:12
SZ002636,SZ002636,金安国纪,14.13,-0.95,-6.3,15.08,14.79,14.93,14.12,25154530,362345344.93,10286640000.0,93.052,19.44,6.3745,false,sza,2025-11-22 12:32:12
SZ002637,SZ002637,赞宇科技,10.61,-0.59,-5.27,11.2,11.14,11.19,10.59,9037624,97902784.07,4990954610.0,30.168,12.48,7.5287,false,sza,2025-11-22 12:32:12
SZ002638,SZ002638,勤上股份,2.65,-0.12,-4.33,2.77,2.73,2.78,2.62,35138604,94309226.52,3806975025.0,0.0,3.44,1.67,false,sza,2025-11-22 12:32:12
SZ002639,SZ002639,雪人集团,13.6,-0.8,-5.56,14.4,13.8,14.34,13.18,168279891,2292557397.56,10507389621.0,252.7,17.09,5.94,false,sza,2025-11-22 12:32:12
SZ002640,SZ002640,跨境通,4.48,-0.23,-4.88,4.71,4.66,4.73,4.46,72879056,331775815.12,6980025158.0,0.0,7.5,2.48,false,sza,2025-11-22 12:32:12
SZ002641,SZ002641,公元股份,4.14,-0.2,-4.61,4.34,4.31,4.35,4.13,25580100,107827704.0,5088448626.0,57.843,5.61,3.7252,false,sza,2025-11-22 12:32:12
SZ002642,SZ002642,荣联科技,9.07,0.16,1.8,8.91,8.76,9.25,8.76,74060859,670762598.56,6000533439.0,249.666,12.0,6.08,false,sza,2025-11-22 12:32:12
SZ002643,SZ002643,万润股份,12.81,-0.78,-5.74,13.59,13.36,13.55,12.8,28608330,376161523.56,11823107672.0,46.19,14.8551,9.2658,false,sza,2025-11-22 12:32:12
SZ002644,SZ002644,佛慈制药,8.62,-0.41,-4.54,9.03,8.94,9.06,8.6,6878549,60216638.39,4401863340.0,74.508,11.85,6.7101,false,sza,2025-11-22 12:32:12
SZ002645,SZ002645,华宏科技,14.25,-0.61,-4.1,14.86,14.58,14.79,14.16,14377132,206722509.4,8943305130.0,0.0,18.6,6.26,false,sza,2025-11-22 12:32:12
SZ002646,SZ002646,天佑德酒,9.33,-0.39,-4.01,9.72,9.68,9.8,9.32,6018942,57098099.54,4470077397.0,687.599,12.6652,8.2903,false,sza,2025-11-22 12:32:12
SZ002647,SZ002647,*ST仁东,6.74,-0.35,-4.94,7.09,6.82,6.82,6.74,9361400,63222564.0,7618165768.0,0.0,7.78,3.846,false,sza,2025-11-22 12:32:12
SZ002648,SZ002648,卫星化学,16.71,-0.6,-3.47,17.31,17.2,17.21,16.71,44667999,754300731.98,56290069480.0,9.177,22.512,15.0856,false,sza,2025-11-22 12:32:12
SZ002649,SZ002649,博彦科技,12.96,-0.31,-2.34,13.27,13.11,13.34,12.9,11443636,149606640.34,7586065135.0,58.807,16.7804,9.8708,false,sza,2025-11-22 12:32:12
SZ002650,SZ002650,ST加加,7.04,-0.03,-0.42,7.07,7.07,7.13,7.0,5350600,37702990.0,8110081408.0,0.0,8.44,3.82,false,sza,2025-11-22 12:32:12
SZ002651,SZ002651,利君股份,10.78,-0.17,-1.55,10.95,10.84,11.06,10.46,14483200,155517473.15,11140698800.0,129.255,16.67,5.2426,false,sza,2025-11-22 12:32:12
SZ002652,SZ002652,扬子新材,3.56,-0.26,-6.81,3.82,3.78,3.85,3.53,28049080,101969430.2,1822947840.0,0.0,4.39,2.1,false,sza,2025-11-22 12:32:12
SZ002653,SZ002653,海思科,56.19,-0.49,-0.86,56.68,56.68,59.0,55.89,3981770,227713459.01,62928190734.0,203.693,62.65,29.0358,false,sza,2025-11-22 12:32:12
SZ002654,SZ002654,万润科技,13.3,-1.12,-7.77,14.42,13.8,13.97,13.3,60174552,815182766.96,11242523835.0,196.526,17.97,9.72,false,sza,2025-11-22 12:32:12
SZ002655,SZ002655,共达电声,11.7,-0.49,-4.02,12.19,12.08,12.19,11.66,13367602,158422249.36,4234137277.0,48.44,18.1873,9.9267,false,sza,2025-11-22 12:32:12
SZ002656,SZ002656,*ST摩登,2.49,-0.07,-2.73,2.56,2.55,2.58,2.47,21366800,53739044.0,1774174412.0,0.0,2.8,1.39,false,sza,2025-11-22 12:32:12
SZ002657,SZ002657,中科金财,26.31,-1.12,-4.08,27.43,27.16,27.48,26.28,16104791,429041801.9,8946767988.0,0.0,48.51,14.89,false,sza,2025-11-22 12:32:12
SZ002658,SZ002658,雪迪龙,8.35,-0.52,-5.86,8.87,8.8,8.83,8.33,23042293,196489534.08,5308603715.0,25.516,11.46,5.4208,false,sza,2025-11-22 12:32:12
SZ002659,SZ002659,凯文教育,5.54,-0.34,-5.78,5.88,5.82,5.95,5.54,37943622,216049540.12,3314473327.0,0.0,7.17,3.7,false,sza,2025-11-22 12:32:12
SZ002660,SZ002660,茂硕电源,9.23,-0.62,-6.29,9.85,9.75,9.89,9.22,8350100,78651125.0,3291658155.0,0.0,11.9498,7.0927,false,sza,2025-11-22 12:32:12
SZ002661,SZ002661,克明食品,9.42,-0.28,-2.89,9.7,9.65,9.78,9.41,4457100,42639690.0,3138157530.0,27.36,11.8565,8.4369,false,sza,2025-11-22 12:32:12
SZ002662,SZ002662,峰璟股份,3.65,-0.15,-3.95,3.8,3.77,3.81,3.61,29545665,109089873.18,5475000000.0,23.248,4.3507,2.8319,false,sza,2025-11-22 12:32:12
SZ002663,SZ002663,普邦股份,2.08,-0.17,-7.56,2.25,2.24,2.27,2.07,60332696,129724173.08,3584565716.0,0.0,2.65,1.38,false,sza,2025-11-22 12:32:12
SZ002664,SZ002664,信质集团,22.23,-0.77,-3.35,23.0,22.7,22.99,22.2,8248578,185931264.84,9074286000.0,163.573,35.63,12.6,false,sza,2025-11-22 12:32:12
SZ002666,SZ002666,德联集团,5.01,-0.38,-7.05,5.39,5.35,5.39,5.01,20618500,106058849.0,3947876498.0,56.071,5.94,3.6375,false,sza,2025-11-22 12:32:12
SZ002667,SZ002667,威领股份,15.36,-1.13,-6.85,16.49,14.84,16.19,14.84,48988438,763645057.08,4002685440.0,0.0,16.96,8.36,false,sza,2025-11-22 12:32:12
SZ002668,SZ002668,TCL智家,10.5,-0.11,-1.04,10.61,10.61,10.74,10.46,14334206,151622606.13,11383169994.0,9.717,14.11,8.63,false,sza,2025-11-22 12:32:12
SZ002669,SZ002669,康达新材,13.99,0.65,4.87,13.34,13.51,14.3,13.32,36635200,506706473.0,4244566000.0,0.0,15.46,7.75,false,sza,2025-11-22 12:32:12
SZ002670,SZ002670,国盛证券,17.38,-0.03,-0.17,17.41,17.32,17.96,17.26,45436474,803217835.88,33631771269.0,103.056,24.34,10.81,false,sza,2025-11-22 12:32:12
SZ002671,SZ002671,龙泉股份,5.12,-0.21,-3.94,5.33,5.29,5.37,5.1,15983324,83396496.08,2886115052.0,26.694,5.66,3.64,false,sza,2025-11-22 12:32:12
SZ002672,SZ002672,东江环保,5.21,-0.13,-2.43,5.34,5.3,5.4,5.2,15748802,83099841.42,5758382728.0,0.0,5.7,3.44,false,sza,2025-11-22 12:32:12
